categoria;nombre_categoria;agrupacion;nombre_agrupacion;lista;nombre_lista
000901012000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 12;01-503;JUNTOS POR EL CAMBIO;000901012000000.01-503.A.000901012000000.01-503;JUNTOS POR EL CAMBIO
000901012000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 12;01-504;CONSENSO FEDERAL;000901012000000.01-504.A.000901012000000.01-504;CONSENSO FEDERAL
000901013000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 13;01-501;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;000901013000000.01-501.A.000901013000000.01-501;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD
000901013000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 13;01-502;FRENTE DE TODOS;000901013000000.01-502.A.000901013000000.01-502;FRENTE DE TODOS
000901013000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 13;01-503;JUNTOS POR EL CAMBIO;000901013000000.01-503.A.000901013000000.01-503;JUNTOS POR EL CAMBIO
000901013000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 13;01-504;CONSENSO FEDERAL;000901013000000.01-504.A.000901013000000.01-504;CONSENSO FEDERAL
000901014000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 14;01-501;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;000901014000000.01-501.A.000901014000000.01-501;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD
000901014000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 14;01-502;FRENTE DE TODOS;000901014000000.01-502.A.000901014000000.01-502;FRENTE DE TODOS
000901014000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 14;01-503;JUNTOS POR EL CAMBIO;000901014000000.01-503.A.000901014000000.01-503;JUNTOS POR EL CAMBIO
000901014000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 14;01-504;CONSENSO FEDERAL;000901014000000.01-504.A.000901014000000.01-504;CONSENSO FEDERAL
000901014000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 14;87;UNITE POR LA LIBERTAD Y LA DIGNIDAD;000901014000000.87.A.000901014000000.87;UNITE POR LA LIBERTAD Y LA DIGNIDAD
000901015000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 15;01-501;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;000901015000000.01-501.A.000901015000000.01-501;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD
000901015000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 15;01-502;FRENTE DE TODOS;000901015000000.01-502.A.000901015000000.01-502;FRENTE DE TODOS
000901015000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 15;01-503;JUNTOS POR EL CAMBIO;000901015000000.01-503.A.000901015000000.01-503;JUNTOS POR EL CAMBIO
000901015000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 15;01-504;CONSENSO FEDERAL;000901015000000.01-504.A.000901015000000.01-504;CONSENSO FEDERAL
000901015000000;Miembros de la Junta Comunal Ciudad Autónoma de Buenos Aires - Comuna 15;87;UNITE POR LA LIBERTAD Y LA DIGNIDAD;000901015000000.87.A.000901015000000.87;UNITE POR LA LIBERTAD Y LA DIGNIDAD
001002001000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Adolfo Alsina;02-503;FRENTE DE TODOS;001002001000000.02-503.A.001002001000000.02-503;Cabrera, Jorge Alberto
001002001000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Adolfo Alsina;135;JUNTOS POR EL CAMBIO;001002001000000.135.A.001002001000000.135;Andres, Javier
001002001000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Adolfo Alsina;137;CONSENSO FEDERAL;001002001000000.137.A.001002001000000.137;Alvarez Conradt, Nelson Martin
001002002000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Alberti;02-503;FRENTE DE TODOS;001002002000000.02-503.A.001002002000000.02-503;Lago, German
001002002000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Alberti;135;JUNTOS POR EL CAMBIO;001002002000000.135.A.001002002000000.135;Vaccarezza, María Silvina
001002002000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Alberti;137;CONSENSO FEDERAL;001002002000000.137.A.001002002000000.137;Varela, Gabriela Veronica
001002003000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Almirante Brown;02-1911;FRENTE NOS;001002003000000.02-1911.A.001002003000000.02-1911;Colman, Eduardo Ruben
001002003000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Almirante Brown;02-503;FRENTE DE TODOS;001002003000000.02-503.A.001002003000000.02-503;Cascallares, Mariano
001002003000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Almirante Brown;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;001002003000000.133.A.001002003000000.133;Del Horno, Ruben Lionel
001002003000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Almirante Brown;135;JUNTOS POR EL CAMBIO;001002003000000.135.A.001002003000000.135;Regazzoni, Carlos Javier
001002003000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Almirante Brown;137;CONSENSO FEDERAL;001002003000000.137.A.001002003000000.137;Herrero Pons, Jorge Manuel
001002004000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Avellaneda;02-503;FRENTE DE TODOS;001002004000000.02-503.A.001002004000000.02-503;Ferraresi, Jorge Horacio
001002004000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Avellaneda;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;001002004000000.133.A.001002004000000.133;Francisconi, Graciela Fabiana
001002004000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Avellaneda;135;JUNTOS POR EL CAMBIO;001002004000000.135.A.001002004000000.135;Otero, Luis Alberto
001002004000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Avellaneda;137;CONSENSO FEDERAL;001002004000000.137.A.001002004000000.137;Alvarez De Olivera, Maximiliano
001002005000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Ayacucho;02-503;FRENTE DE TODOS;001002005000000.02-503.A.001002005000000.02-503;Burgos, Cristian Omar
001002005000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Ayacucho;135;JUNTOS POR EL CAMBIO;001002005000000.135.A.001002005000000.135;Cordonnier, Emilio
001002005000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Ayacucho;137;CONSENSO FEDERAL;001002005000000.137.A.001002005000000.137;Pedraza, Patricia Celeste
001002006000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Azul;02-503;FRENTE DE TODOS;001002006000000.02-503.A.001002006000000.02-503;Sombra, Nelson Desiderio
001002006000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Azul;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;001002006000000.133.A.001002006000000.133;Rubolino, Juan Andres
001002006000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Azul;135;JUNTOS POR EL CAMBIO;001002006000000.135.A.001002006000000.135;Bertellys, Federico Hernan
001002006000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Azul;137;CONSENSO FEDERAL;001002006000000.137.A.001002006000000.137;Lapenta, Eduardo Victor
001002007000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Bahia Blanca;02-1911;FRENTE NOS;001002007000000.02-1911.A.001002007000000.02-1911;Jose Luis Alberto
001002007000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Bahia Blanca;02-503;FRENTE DE TODOS;001002007000000.02-503.A.001002007000000.02-503;Susbielles, Federico Esteban
001002007000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Bahia Blanca;02-866;TODOS POR BAHIA;001002007000000.02-866.A.001002007000000.02-866;Valente, Leonardo Alberto
001002007000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Bahia Blanca;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;001002007000000.133.A.001002007000000.133;Conte, Nestor Juan
001002007000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Bahia Blanca;135;JUNTOS POR EL CAMBIO;001002007000000.135.A.001002007000000.135;Gay, Hector Norberto
001002008000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Balcarce;02-503;FRENTE DE TODOS;001002008000000.02-503.A.001002008000000.02-503;Vismara Juan Pablo
001002008000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Balcarce;02-885;UNION VECINAL DE BALCARCE-UVB;001002008000000.02-885.A.001002008000000.02-885;Mare Mariano
001002008000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Balcarce;135;JUNTOS POR EL CAMBIO;001002008000000.135.A.001002008000000.135;Reino, Esteban Andres
001002008000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Balcarce;137;CONSENSO FEDERAL;001002008000000.137.A.001002008000000.137;Guzman Jorge Eduardo
001002009000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Baradero;02-503;FRENTE DE TODOS;001002009000000.02-503.A.001002009000000.02-503;*Tito* Sanzio
001002009000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Baradero;02-826;MISIÓN, ACCIÓN Y COMPROMISO;001002009000000.02-826.A.001002009000000.02-826;Touzet Diego Gabriel
001002009000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Baradero;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;001002009000000.133.A.001002009000000.133;Carrizo Marcos Ruben
001002009000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Baradero;135;JUNTOS POR EL CAMBIO;001002009000000.135.A.001002009000000.135;Antonijevic, Fernanda Carolina
001002010000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Arrecifes;02-503;FRENTE DE TODOS;001002010000000.02-503.A.001002010000000.02-503;Di Palma, Patricio
001002010000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Arrecifes;135;JUNTOS POR EL CAMBIO;001002010000000.135.A.001002010000000.135;Olaeta Javier Ignacio
001002010000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Arrecifes;137;CONSENSO FEDERAL;001002010000000.137.A.001002010000000.137;Gabilondo Patricio Alfredo
001002011000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Berazategui;02-1911;FRENTE NOS;001002011000000.02-1911.A.001002011000000.02-1911;Paredes Jose Antonio
001002011000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Berazategui;02-503;FRENTE DE TODOS;001002011000000.02-503.A.001002011000000.02-503;Mussi Juan Jose
001002011000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Berazategui;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;001002011000000.133.A.001002011000000.133;Fuentes Marta Isabel
001002011000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Berazategui;135;JUNTOS POR EL CAMBIO;001002011000000.135.A.001002011000000.135;Amendolaggine, Julian
001002011000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Berazategui;137;CONSENSO FEDERAL;001002011000000.137.A.001002011000000.137;Terrera Nicolas L.
001002012000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Berisso;02-503;FRENTE DE TODOS;001002012000000.02-503.A.001002012000000.02-503;Cagliardi Fabian Gustavo
001002012000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Berisso;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;001002012000000.133.A.001002012000000.133;Surila Federico Adrian
001002012000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Berisso;135;JUNTOS POR EL CAMBIO;001002012000000.135.A.001002012000000.135;Nedela, Jorge Gabriel
001002012000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Berisso;137;CONSENSO FEDERAL;001002012000000.137.A.001002012000000.137;Guerrero Emmanuel Oscar
001002013000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Bolivar;02-503;FRENTE DE TODOS;001002013000000.02-503.A.001002013000000.02-503;Pisano Marcos Emilio
001002013000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Bolivar;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;001002013000000.133.A.001002013000000.133;Francisco Miguel Angel *Miki*
001002013000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Bolivar;135;JUNTOS POR EL CAMBIO;001002013000000.135.A.001002013000000.135;Moran Juan Carlos
001002014000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Bragado;02-503;FRENTE DE TODOS;001002014000000.02-503.A.001002014000000.02-503;Barenghi Sergio Juan
001002014000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Bragado;135;JUNTOS POR EL CAMBIO;001002014000000.135.A.001002014000000.135;Gatica Vicente
001002014000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Bragado;137;CONSENSO FEDERAL;001002014000000.137.A.001002014000000.137;Pico Maria Laura
001002015000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Brandsen;02-503;FRENTE DE TODOS;001002015000000.02-503.A.001002015000000.02-503;Arias Gaston Arnoldo
001002015000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Brandsen;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;001002015000000.133.A.001002015000000.133;Gonzalez Victor Marcelo
001002015000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Brandsen;135;JUNTOS POR EL CAMBIO;001002015000000.135.A.001002015000000.135;Cappelletti, Oscar Daniel
001002016000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Campana;02-1911;FRENTE NOS;001002016000000.02-1911.A.001002016000000.02-1911;Valdivia Jorge Anibal
001002016000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Campana;02-503;FRENTE DE TODOS;001002016000000.02-503.A.001002016000000.02-503;Romano Ruben Luis
001002016000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Campana;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;001002016000000.133.A.001002016000000.133;Reymundo Brenda Noelia
001002016000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Campana;135;JUNTOS POR EL CAMBIO;001002016000000.135.A.001002016000000.135;Abella, Sebastian
001002016000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Campana;137;CONSENSO FEDERAL;001002016000000.137.A.001002016000000.137;Cantlon, Axel
001002017000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Cañuelas;02-503;FRENTE DE TODOS;001002017000000.02-503.A.001002017000000.02-503;Fassi Marisa Viviana Amalia
001002017000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Cañuelas;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;001002017000000.133.A.001002017000000.133;Chacho Taylor, Esteban
001002017000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Cañuelas;135;JUNTOS POR EL CAMBIO;001002017000000.135.A.001002017000000.135;Mac Goey, Santiago Jose
001002017000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Cañuelas;137;CONSENSO FEDERAL;001002017000000.137.A.001002017000000.137;Campos Pablo Alejo
001002018000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido C. Sarmiento;02-1911;FRENTE NOS;001002018000000.02-1911.A.001002018000000.02-1911;Ramirez Ezequiel Roque D.
001002018000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido C. Sarmiento;02-503;FRENTE DE TODOS;001002018000000.02-503.A.001002018000000.02-503;Negri Irma Elida
001002018000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido C. Sarmiento;135;JUNTOS POR EL CAMBIO;001002018000000.135.A.001002018000000.135;Iguacel, Javier Alfredo
001002018000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido C. Sarmiento;137;CONSENSO FEDERAL;001002018000000.137.A.001002018000000.137;Ortiz Daniela Alejandra
001002019000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Carlos Casares;02-503;FRENTE DE TODOS;001002019000000.02-503.A.001002019000000.02-503;Torchio Walter Sergio
001002019000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Carlos Casares;135;JUNTOS POR EL CAMBIO;001002019000000.135.A.001002019000000.135;Lucas, Maria
001002020000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Carlos Tejedor;02-503;FRENTE DE TODOS;001002020000000.02-503.A.001002020000000.02-503;Gianini Maria Celia
001002020000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Carlos Tejedor;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;001002020000000.133.A.001002020000000.133;Battista Lo Bianco, Lucia
001002020000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Carlos Tejedor;135;JUNTOS POR EL CAMBIO;001002020000000.135.A.001002020000000.135;Sala, Raul Alejandro
001002021000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido C. de Areco;02-503;FRENTE DE TODOS;001002021000000.02-503.A.001002021000000.02-503;Villagran Ivan Dario
001002021000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido C. de Areco;135;JUNTOS POR EL CAMBIO;001002021000000.135.A.001002021000000.135;Mc Dermott, Santiago Nicolas
001002021000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido C. de Areco;137;CONSENSO FEDERAL;001002021000000.137.A.001002021000000.137;Skansi Marcelo
001002022000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Patagones;02-1911;FRENTE NOS;001002022000000.02-1911.A.001002022000000.02-1911;Calvo, Nestor Fabian
001002022000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Patagones;02-503;FRENTE DE TODOS;001002022000000.02-503.A.001002022000000.02-503;Curetti, Ricardo Nestor
001002022000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Patagones;135;JUNTOS POR EL CAMBIO;001002022000000.135.A.001002022000000.135;Zara, Jose Luis
001002022000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Patagones;137;CONSENSO FEDERAL;001002022000000.137.A.001002022000000.137;Cifuentes, Jorge Daniel
001002023000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Castelli;02-503;FRENTE DE TODOS;001002023000000.02-503.A.001002023000000.02-503;Echarren, Francisco Jose
001002023000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Castelli;135;JUNTOS POR EL CAMBIO;001002023000000.135.A.001002023000000.135;Uranga, Santiago Alfredo
001002024000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Colon;02-503;FRENTE DE TODOS;001002024000000.02-503.A.001002024000000.02-503;Ricardo *Pito* Casi
001002024000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Colon;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;001002024000000.133.A.001002024000000.133;Neira Roberto
001002024000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Colon;135;JUNTOS POR EL CAMBIO;001002024000000.135.A.001002024000000.135;Lavatelli, Juan Carlos
001002025000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Cnel. Dorrego;02-503;FRENTE DE TODOS;001002025000000.02-503.A.001002025000000.02-503;Barcelona, Osvaldo
001002025000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Cnel. Dorrego;135;JUNTOS POR EL CAMBIO;001002025000000.135.A.001002025000000.135;Reyes, Raul German
001002025000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Cnel. Dorrego;137;CONSENSO FEDERAL;001002025000000.137.A.001002025000000.137;Ligdas, Maria Irene
001002026000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Cnel. Pringles;02-503;FRENTE DE TODOS;001002026000000.02-503.A.001002026000000.02-503;Letona Ignacio Rafael
001002026000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Cnel. Pringles;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;001002026000000.133.A.001002026000000.133;Heredia, Daniel Alfredo
001002026000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Cnel. Pringles;135;JUNTOS POR EL CAMBIO;001002026000000.135.A.001002026000000.135;Matzkin, Lisandro
001002026000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Cnel. Pringles;137;CONSENSO FEDERAL;001002026000000.137.A.001002026000000.137;Oreste Carlos Ulises
001002027000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Cnel. Rosales;02-1911;FRENTE NOS;001002027000000.02-1911.A.001002027000000.02-1911;Mejias, Benjamin Abel
001002027000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Cnel. Rosales;02-503;FRENTE DE TODOS;001002027000000.02-503.A.001002027000000.02-503;Sartori Gustavo Rodrigo
001002027000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Cnel. Rosales;02-809;BIEN COMUN POR ROSALES;001002027000000.02-809.A.001002027000000.02-809;Medina Daniel Jorge
001002027000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Cnel. Rosales;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;001002027000000.133.A.001002027000000.133;Herrera Edgardo Cesar Gaston
001002027000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Cnel. Rosales;135;JUNTOS POR EL CAMBIO;001002027000000.135.A.001002027000000.135;Uset, Mariano Cecilio
001002027000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Cnel. Rosales;137;CONSENSO FEDERAL;001002027000000.137.A.001002027000000.137;Paganini Mauro Daniel
001002028000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Cnel. Suarez;02-503;FRENTE DE TODOS;001002028000000.02-503.A.001002028000000.02-503;Moccero Ricardo Alejo
001002028000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Cnel. Suarez;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;001002028000000.133.A.001002028000000.133;Allende, Ruben Isidoro
001002028000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Cnel. Suarez;135;JUNTOS POR EL CAMBIO;001002028000000.135.A.001002028000000.135;Fernandez, Alberto Daniel
001002029000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Chacabuco;02-503;FRENTE DE TODOS;001002029000000.02-503.A.001002029000000.02-503;Ciminelli Hector Ricardo
001002029000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Chacabuco;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;001002029000000.133.A.001002029000000.133;Chilano Enrique
001002029000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Chacabuco;135;JUNTOS POR EL CAMBIO;001002029000000.135.A.001002029000000.135;Aiola, Victor Reinaldo
001002029000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Chacabuco;137;CONSENSO FEDERAL;001002029000000.137.A.001002029000000.137;Sanchez Arturo Fabian
001002030000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Chascomus;02-503;FRENTE DE TODOS;001002030000000.02-503.A.001002030000000.02-503;Javier *Chapa*, Gastón
001002030000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Chascomus;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;001002030000000.133.A.001002030000000.133;Iribarren Leandro Javier
001002030000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Chascomus;135;JUNTOS POR EL CAMBIO;001002030000000.135.A.001002030000000.135;Dos Santos, Santiago Raul
001002030000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Chascomus;137;CONSENSO FEDERAL;001002030000000.137.A.001002030000000.137;Gorriz Pedro Ignacio
001002031000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Chivilcoy;02-503;FRENTE DE TODOS;001002031000000.02-503.A.001002031000000.02-503;*Coty* Alonso
001002031000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Chivilcoy;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;001002031000000.133.A.001002031000000.133;Gallo Edgardo Javier
001002031000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Chivilcoy;135;JUNTOS POR EL CAMBIO;001002031000000.135.A.001002031000000.135;Zaccardi, Maria Lourdes
001002031000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Chivilcoy;137;CONSENSO FEDERAL;001002031000000.137.A.001002031000000.137;Britos Guillermo Alejandro
001002032000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Daireaux;02-503;FRENTE DE TODOS;001002032000000.02-503.A.001002032000000.02-503;Acerbo Esteban Alejandro
001002032000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Daireaux;135;JUNTOS POR EL CAMBIO;001002032000000.135.A.001002032000000.135;Oliver, Luis Alberto
001002033000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Dolores;02-503;FRENTE DE TODOS;001002033000000.02-503.A.001002033000000.02-503;Celasco Facundo Gabriel
001002033000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Dolores;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;001002033000000.133.A.001002033000000.133;Ibañez, Maria Noelia
001002033000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Dolores;135;JUNTOS POR EL CAMBIO;001002033000000.135.A.001002033000000.135;Etchevarren, L. M. Camilo
001002034000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Ensenada;02-503;FRENTE DE TODOS;001002034000000.02-503.A.001002034000000.02-503;Secco Mario Carlos
001002034000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Ensenada;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;001002034000000.133.A.001002034000000.133;Maidana Oscar Isidro
001002034000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Ensenada;135;JUNTOS POR EL CAMBIO;001002034000000.135.A.001002034000000.135;Asnaghi, Gustavo *Cubito*
001002034000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Ensenada;137;CONSENSO FEDERAL;001002034000000.137.A.001002034000000.137;Carfaña Gabriel Carlos
001002035000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Escobar;02-1911;FRENTE NOS;001002035000000.02-1911.A.001002035000000.02-1911;Patti Maximiliano
001002035000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Escobar;02-503;FRENTE DE TODOS;001002035000000.02-503.A.001002035000000.02-503;Sujarchuk Ariel Bernardo
001002035000000;Intendente, Concejales, Consejeros Escolares Buenos Aires - Partido Escobar;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;001002035000000.133.A.001002035000000.133;Plett María De Los Angeles
