categoria;nombre_categoria;agrupacion;nombre_agrupacion;lista;nombre_lista
000301000000000;Diputados Nacionales Ciudad Autónoma de Buenos Aires;87;UNITE POR LA LIBERTAD Y LA DIGNIDAD;000301000000000.87.A.000301000000000.87;Nazareno Gabriel Etchepare
000302000000000;Diputados Nacionales Buenos Aires;02-503;FRENTE DE TODOS;000302000000000.02-503.A.000302000000000.02-503;Sergio Tomas Massa
000302000000000;Diputados Nacionales Buenos Aires;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;000302000000000.133.A.000302000000000.133;Nestor Antonio Pitrola
000302000000000;Diputados Nacionales Buenos Aires;135;JUNTOS POR EL CAMBIO;000302000000000.135.A.000302000000000.135;Cristian Adrian Ritondo
000302000000000;Diputados Nacionales Buenos Aires;137;CONSENSO FEDERAL;000302000000000.137.A.000302000000000.137;Graciela Camaño
000303000000000;Diputados Nacionales Catamarca;03-503;FRENTE DE TODOS;000303000000000.03-503.A.000303000000000.03-503;Lucia Benigna Corpacci
000303000000000;Diputados Nacionales Catamarca;03-504;CONSENSO FEDERAL;000303000000000.03-504.A.000303000000000.03-504;Jose Luis Barrionuevo
000303000000000;Diputados Nacionales Catamarca;03-506;JUNTOS POR EL CAMBIO;000303000000000.03-506.A.000303000000000.03-506;Ruben Horacio Manzi
000304000000000;Diputados Nacionales Córdoba;04-217;ENCUENTRO VECINAL CORDOBA;000304000000000.04-217.A.000304000000000.04-217;Rodrigo Maria Agrelo
000304000000000;Diputados Nacionales Córdoba;04-502;JUNTOS POR EL CAMBIO;000304000000000.04-502.A.000304000000000.04-502;Mario Raul Negri
000304000000000;Diputados Nacionales Córdoba;04-503;HACEMOS POR CORDOBA;000304000000000.04-503.A.000304000000000.04-503;Carlos Mario Gutierrez
000304000000000;Diputados Nacionales Córdoba;04-504;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;000304000000000.04-504.A.000304000000000.04-504;Maria Liliana Olivero
000304000000000;Diputados Nacionales Córdoba;04-505;FRENTE DE TODOS;000304000000000.04-505.A.000304000000000.04-505;Eduardo Gabriel Fernandez
000304000000000;Diputados Nacionales Córdoba;04-506;CONSENSO FEDERAL;000304000000000.04-506.A.000304000000000.04-506;Roberto Cesar Birri
000304000000000;Diputados Nacionales Córdoba;87;UNITE POR LA LIBERTAD Y LA DIGNIDAD;000304000000000.87.A.000304000000000.87;Ariel Alfredo Diaz
000305000000000;Diputados Nacionales Corrientes;05-216;CIUDADANOS A GOBERNAR;000305000000000.05-216.A.000305000000000.05-216;Eduardo Alfredo Achitte
000305000000000;Diputados Nacionales Corrientes;05-501;FRENTE DE TODOS;000305000000000.05-501.A.000305000000000.05-501;Jose Arnaldo Ruiz Aragon
000305000000000;Diputados Nacionales Corrientes;05-502;ENCUENTRO POR CORRIENTES - ECO + JUNTOS POR EL CAMBIO;000305000000000.05-502.A.000305000000000.05-502;Jorge Alberto Vara
000305000000000;Diputados Nacionales Corrientes;05-503;CONSENSO FEDERAL;000305000000000.05-503.A.000305000000000.05-503;Gabriel Alejandro Romero
000306000000000;Diputados Nacionales Chaco;06-156;ACCIÓN CHAQUEÑA;000306000000000.06-156.A.000306000000000.06-156;Naredo Luis Aguirre Piela
000306000000000;Diputados Nacionales Chaco;06-501;FRENTE DE TODOS;000306000000000.06-501.A.000306000000000.06-501;Maria Lucila Masin
000306000000000;Diputados Nacionales Chaco;06-503;JUNTOS POR EL CAMBIO;000306000000000.06-503.A.000306000000000.06-503;Gerardo Cipolini
000306000000000;Diputados Nacionales Chaco;06-504;CONSENSO FEDERAL;000306000000000.06-504.A.000306000000000.06-504;Natalia Antonia Romero
000307000000000;Diputados Nacionales Chubut;07-151;PARTIDO INDEPENDIENTE DEL CHUBUT;000307000000000.07-151.A.000307000000000.07-151;Carlos Eduardo Wohn
000307000000000;Diputados Nacionales Chubut;07-152;MOVIMIENTO POLO SOCIAL CHUBUT;000307000000000.07-152.A.000307000000000.07-152;Cesar Javier Ayala
000307000000000;Diputados Nacionales Chubut;07-501;FRENTE DE TODOS;000307000000000.07-501.A.000307000000000.07-501;Santiago Nicolas Igon
000307000000000;Diputados Nacionales Chubut;07-503;JUNTOS POR EL CAMBIO CHUBUT;000307000000000.07-503.A.000307000000000.07-503;Ignacio Agustin Torres
000307000000000;Diputados Nacionales Chubut;07-504;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;000307000000000.07-504.A.000307000000000.07-504;Gloria Fernanda Saez
000308000000000;Diputados Nacionales Entre Ríos;08-501;FRENTE DE TODOS;000308000000000.08-501.A.000308000000000.08-501;Marcelo Pablo Casaretto
000308000000000;Diputados Nacionales Entre Ríos;08-502;JUNTOS POR EL CAMBIO;000308000000000.08-502.A.000308000000000.08-502;Gabriela Mabel Lena
000308000000000;Diputados Nacionales Entre Ríos;50;PARTIDO SOCIALISTA;000308000000000.50.A.000308000000000.50;Juan Manuel Rossi
000308000000000;Diputados Nacionales Entre Ríos;68;NUEVA IZQUIERDA;000308000000000.68.A.000308000000000.68;Nadia Gisel Burgos
000309000000000;Diputados Nacionales Formosa;09-501;FRENTE DE TODOS;000309000000000.09-501.A.000309000000000.09-501;Luis Eugenio Basterra
000309000000000;Diputados Nacionales Formosa;09-502;CONSENSO FEDERAL;000309000000000.09-502.A.000309000000000.09-502;Jose Antonio Treus
000309000000000;Diputados Nacionales Formosa;09-503;FRENTE AMPLIO FORMOSEÑO JUNTOS POR EL CAMBIO;000309000000000.09-503.A.000309000000000.09-503;Ricardo Buryaile
000310000000000;Diputados Nacionales Jujuy;10-501;FRENTE DE TODOS;000310000000000.10-501.A.000310000000000.10-501;Maria Carolina Moises
000310000000000;Diputados Nacionales Jujuy;10-502;JUNTOS POR EL CAMBIO;000310000000000.10-502.A.000310000000000.10-502;Jorge Raul Rizzotti
000310000000000;Diputados Nacionales Jujuy;10-503;CONSENSO FEDERAL;000310000000000.10-503.A.000310000000000.10-503;Alejandro Francisco Snopek
000310000000000;Diputados Nacionales Jujuy;10-504;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;000310000000000.10-504.A.000310000000000.10-504;Alejandro Ariel Vilca
000311000000000;Diputados Nacionales La Pampa;11-501;FRENTE DE TODOS;000311000000000.11-501.A.000311000000000.11-501;Hernan Perez Araujo
000311000000000;Diputados Nacionales La Pampa;11-502;JUNTOS POR EL CAMBIO;000311000000000.11-502.A.000311000000000.11-502;Martin Antonio Berhongaray
000311000000000;Diputados Nacionales La Pampa;11-503;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;000311000000000.11-503.A.000311000000000.11-503;Claudia Eugenia Lupardo
000311000000000;Diputados Nacionales La Pampa;50;PARTIDO SOCIALISTA;000311000000000.50.A.000311000000000.50;Luis Hernan Solana
000312000000000;Diputados Nacionales La Rioja;12-501;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;000312000000000.12-501.A.000312000000000.12-501;Martin Abelardo Angel
000312000000000;Diputados Nacionales La Rioja;12-502;JUNTOS POR LA RIOJA;000312000000000.12-502.A.000312000000000.12-502;Diego Felipe Alvarez
000312000000000;Diputados Nacionales La Rioja;136;FRENTE DE TODOS;000312000000000.136.A.000312000000000.136;Sergio Guillermo Casas
000312000000000;Diputados Nacionales La Rioja;82;COMPROMISO FEDERAL;000312000000000.82.A.000312000000000.82;Carlos Alberto Santander
000313000000000;Diputados Nacionales Mendoza;13-222;PROTECTORA FUERZA POLÍTICA;000313000000000.13-222.A.000313000000000.13-222;Marcelo Martin Romano
000313000000000;Diputados Nacionales Mendoza;13-501;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;000313000000000.13-501.A.000313000000000.13-501;Lautaro Jimenez Bruccoleri
000313000000000;Diputados Nacionales Mendoza;13-502;FRENTE DE TODOS;000313000000000.13-502.A.000313000000000.13-502;Marisa Lourdes Uceda
000313000000000;Diputados Nacionales Mendoza;13-503;CAMBIA MENDOZA;000313000000000.13-503.A.000313000000000.13-503;Alfredo Victor Cornejo
000314000000000;Diputados Nacionales Misiones;14-501;FRENTE RENOVADOR DE LA CONCORDIA;000314000000000.14-501.A.000314000000000.14-501;Diego Horacio Sartori
000314000000000;Diputados Nacionales Misiones;14-502;FRENTE DE TODOS;000314000000000.14-502.A.000314000000000.14-502;Maria Cristina Britez
000314000000000;Diputados Nacionales Misiones;14-503;JUNTOS POR EL CAMBIO;000314000000000.14-503.A.000314000000000.14-503;Alfredo Oscar Schiavoni
000314000000000;Diputados Nacionales Misiones;50;PARTIDO SOCIALISTA;000314000000000.50.A.000314000000000.50;Fernando Jesus Fernandez
000315000000000;Diputados Nacionales Neuquén;15-151;MOVIMIENTO POPULAR NEUQUINO;000315000000000.15-151.A.000315000000000.15-151;Ricardo Andres Corradi Diez
000315000000000;Diputados Nacionales Neuquén;15-501;JUNTOS POR EL CAMBIO;000315000000000.15-501.A.000315000000000.15-501;Francisco Sanchez
000315000000000;Diputados Nacionales Neuquén;15-502;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;000315000000000.15-502.A.000315000000000.15-502;Raul Eduardo Godoy
000315000000000;Diputados Nacionales Neuquén;15-503;FRENTE DE TODOS;000315000000000.15-503.A.000315000000000.15-503;Norman Dario Martinez
000315000000000;Diputados Nacionales Neuquén;15-504;CONSENSO FEDERAL;000315000000000.15-504.A.000315000000000.15-504;Jesus Arnaldo Escobar
000316000000000;Diputados Nacionales Río Negro;16-169;JUNTOS SOMOS RIO NEGRO;000316000000000.16-169.A.000316000000000.16-169;Luis Di Giacomo
000316000000000;Diputados Nacionales Río Negro;16-501;JUNTOS POR EL CAMBIO;000316000000000.16-501.A.000316000000000.16-501;Sergio Javier Wisky
000316000000000;Diputados Nacionales Río Negro;16-502;FRENTE DE TODOS;000316000000000.16-502.A.000316000000000.16-502;Martin Ignacio Soria
000316000000000;Diputados Nacionales Río Negro;16-503;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;000316000000000.16-503.A.000316000000000.16-503;Laura Romina Santillan
000317000000000;Diputados Nacionales Salta;17-501;FRENTE DE TODOS;000317000000000.17-501.A.000317000000000.17-501;Lucas Javier Godoy
000317000000000;Diputados Nacionales Salta;17-502;UNIÓN POR SALTA;000317000000000.17-502.A.000317000000000.17-502;Pablo Francisco Juan Kosiner
000317000000000;Diputados Nacionales Salta;17-503;JUNTOS POR EL CAMBIO;000317000000000.17-503.A.000317000000000.17-503;Miguel Nanni Valero
000317000000000;Diputados Nacionales Salta;17-504;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;000317000000000.17-504.A.000317000000000.17-504;Pablo Sebastian Lopez
000317000000000;Diputados Nacionales Salta;19;PARTIDO CONSERVADOR POPULAR;000317000000000.19.A.000317000000000.19;Maria Magdalena Marcone
000318000000000;Diputados Nacionales San Juan;18-501;FRENTE DE TODOS;000318000000000.18-501.A.000318000000000.18-501;Jose Luis Gioja
000318000000000;Diputados Nacionales San Juan;18-503;JUNTOS POR EL CAMBIO;000318000000000.18-503.A.000318000000000.18-503;Humberto Marcelo Orrego
000318000000000;Diputados Nacionales San Juan;18-504;CONSENSO FEDERAL;000318000000000.18-504.A.000318000000000.18-504;Nancy Barbarita Avelin
000319000000000;Diputados Nacionales San Luis;19-501;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;000319000000000.19-501.A.000319000000000.19-501;Johana Anahí Gómez
000319000000000;Diputados Nacionales San Luis;19-502;JUNTOS POR EL CAMBIO;000319000000000.19-502.A.000319000000000.19-502;Alejandro Cacace
000319000000000;Diputados Nacionales San Luis;19-503;FRENTE DE TODOS;000319000000000.19-503.A.000319000000000.19-503;Carlos Ybrhain Ponce
000319000000000;Diputados Nacionales San Luis;69;GEN;000319000000000.69.A.000319000000000.69;Claudio Ariel Alvarez
000320000000000;Diputados Nacionales Santa Cruz;20-176;FRENTE RENOVADOR AUTENTICO;000320000000000.20-176.A.000320000000000.20-176;Jose Carlos Andres Blassiotto
000320000000000;Diputados Nacionales Santa Cruz;20-501;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;000320000000000.20-501.A.000320000000000.20-501;Ada Silvia Vivanco
000320000000000;Diputados Nacionales Santa Cruz;20-502;FRENTE DE TODOS;000320000000000.20-502.A.000320000000000.20-502;Pablo Gerardo Gonzalez
000320000000000;Diputados Nacionales Santa Cruz;20-503;JUNTOS POR EL CAMBIO;000320000000000.20-503.A.000320000000000.20-503;Omar Faruk Zeidan
000321000000000;Diputados Nacionales Santa Fe;131;FRENTE NOS;000321000000000.131.A.000321000000000.131;Patricia Monica Silva
000321000000000;Diputados Nacionales Santa Fe;21-502;CONSENSO FEDERAL;000321000000000.21-502.A.000321000000000.21-502;Enrique Eloy Estevez
000321000000000;Diputados Nacionales Santa Fe;21-503;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;000321000000000.21-503.A.000321000000000.21-503;Octavio Crivaro
000321000000000;Diputados Nacionales Santa Fe;21-504;JUNTOS POR EL CAMBIO;000321000000000.21-504.A.000321000000000.21-504;Federico Angelini
000321000000000;Diputados Nacionales Santa Fe;21-505;FRENTE DE TODOS;000321000000000.21-505.A.000321000000000.21-505;Marcos Cleri
000321000000000;Diputados Nacionales Santa Fe;87;UNITE POR LA LIBERTAD Y LA DIGNIDAD;000321000000000.87.A.000321000000000.87;Gonzalo Javier Mansilla
000322000000000;Diputados Nacionales Santiago del Estero;22-501;FRENTE CIVICO POR SANTIAGO;000322000000000.22-501.A.000322000000000.22-501;Daniel Agustin Brue
000322000000000;Diputados Nacionales Santiago del Estero;22-502;FRENTE DE TODOS;000322000000000.22-502.A.000322000000000.22-502;Estela Mary Del Rosario Neder
000322000000000;Diputados Nacionales Santiago del Estero;22-503;JUNTOS POR EL CAMBIO;000322000000000.22-503.A.000322000000000.22-503;Natalia Gabriela Neme
000322000000000;Diputados Nacionales Santiago del Estero;40;MOVIMIENTO LIBRES DEL SUR;000322000000000.40.A.000322000000000.40;Marianella Lezama Hid
000323000000000;Diputados Nacionales Tucumán;23-181;FUERZA REPUBLICANA;000323000000000.23-181.A.000323000000000.23-181;Ricardo Argentino Bussi
000323000000000;Diputados Nacionales Tucumán;23-501;FRENTE DE TODOS;000323000000000.23-501.A.000323000000000.23-501;Mario Alberto Leito
000323000000000;Diputados Nacionales Tucumán;23-502;JUNTOS POR EL CAMBIO;000323000000000.23-502.A.000323000000000.23-502;Domingo Luis Amaya
000323000000000;Diputados Nacionales Tucumán;23-503;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;000323000000000.23-503.A.000323000000000.23-503;Ariel Osatinsky
000323000000000;Diputados Nacionales Tucumán;23-504;CONSENSO FEDERAL;000323000000000.23-504.A.000323000000000.23-504;Silvio Cesar Bellomio
000324000000000;Diputados Nacionales Tierra del Fuego;24-187;PARTIDO SOCIAL PATAGONICO;000324000000000.24-187.A.000324000000000.24-187;Malena Yuqueri Teszkiewicz
000324000000000;Diputados Nacionales Tierra del Fuego;24-203;PARTIDO OBRERO;000324000000000.24-203.A.000324000000000.24-203;Yesica Tamara Gomez
000324000000000;Diputados Nacionales Tierra del Fuego;24-501;FRENTE DE TODOS;000324000000000.24-501.A.000324000000000.24-501;Rosana Andrea Bertone
000324000000000;Diputados Nacionales Tierra del Fuego;24-502;JUNTOS POR EL CAMBIO TIERRA DEL FUEGO;000324000000000.24-502.A.000324000000000.24-502;Federico Frigerio
000324000000000;Diputados Nacionales Tierra del Fuego;24-503;VAMOS TODOS A VIVIR MEJOR;000324000000000.24-503.A.000324000000000.24-503;Mabel Luisa Caparros
000324000000000;Diputados Nacionales Tierra del Fuego;69;GEN;000324000000000.69.A.000324000000000.69;Fernando Marcelo Temari
000402000000000;Gobernador y Vice Gobernador Buenos Aires;02-1911;FRENTE NOS;000402000000000.02-1911.A.000402000000000.02-1911;Álvarez, Gustavo Ricardo
000402000000000;Gobernador y Vice Gobernador Buenos Aires;02-503;FRENTE DE TODOS;000402000000000.02-503.A.000402000000000.02-503;Kicillof, Axel
000402000000000;Gobernador y Vice Gobernador Buenos Aires;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;000402000000000.133.A.000402000000000.133;Castillo, Christian Carlos Hernan
000402000000000;Gobernador y Vice Gobernador Buenos Aires;135;JUNTOS POR EL CAMBIO;000402000000000.135.A.000402000000000.135;Vidal, María Eugenia
000402000000000;Gobernador y Vice Gobernador Buenos Aires;137;CONSENSO FEDERAL;000402000000000.137.A.000402000000000.137;Bucca, Eduardo *Bali*
000403000000000;Gobernador y Vice Gobernador Catamarca;03-503;FRENTE DE TODOS;000403000000000.03-503.A.000403000000000.03-503;Raúl Jalil
000403000000000;Gobernador y Vice Gobernador Catamarca;03-504;CONSENSO FEDERAL;000403000000000.03-504.A.000403000000000.03-504;Hugo Ávila
000403000000000;Gobernador y Vice Gobernador Catamarca;03-506;JUNTOS POR EL CAMBIO;000403000000000.03-506.A.000403000000000.03-506;Roberto Gómez
000403000000000;Gobernador y Vice Gobernador Catamarca;03-69;GEM;000403000000000.03-69.A.000403000000000.03-69;José Furque
000412000000000;Gobernador y Vice Gobernador La Rioja;12-900;ALIANZA NUESTRA RIOJA ;000412000000000.12-900.A.000412000000000.12-900;ALIANZA NUESTRA RIOJA 
000412000000000;Gobernador y Vice Gobernador La Rioja;12-501;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;000412000000000.12-501.A.000412000000000.12-501;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD
000412000000000;Gobernador y Vice Gobernador La Rioja;136;FRENTE DE TODOS ;000412000000000.136.A.000412000000000.136;FRENTE DE TODOS 
000412000000000;Gobernador y Vice Gobernador La Rioja;12-901;FRENTE VECINALISTA DEL TERCER SECTOR ;000412000000000.12-901.A.000412000000000.12-901;FRENTE VECINALISTA DEL TERCER SECTOR 
000412000000000;Gobernador y Vice Gobernador La Rioja;12-502;JUNTOS POR LA RIOJA ;000412000000000.12-502.A.000412000000000.12-502;JUNTOS POR LA RIOJA 
000412000000000;Gobernador y Vice Gobernador La Rioja;12-903;MOVIMIENTO INDEPENDIENTE JUSTICIA Y DIGNIDAD ;000412000000000.12-903.A.000412000000000.12-903;MOVIMIENTO INDEPENDIENTE JUSTICIA Y DIGNIDAD 
000501000000000;Jefe/a de Gobierno Ciudad Autónoma de Buenos Aires;01-501;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;000501000000000.01-501.A.000501000000000.01-501;Gabriel Solano
000501000000000;Jefe/a de Gobierno Ciudad Autónoma de Buenos Aires;01-502;FRENTE DE TODOS;000501000000000.01-502.A.000501000000000.01-502;Matías Lammens Nuñez
000501000000000;Jefe/a de Gobierno Ciudad Autónoma de Buenos Aires;01-503;JUNTOS POR EL CAMBIO;000501000000000.01-503.A.000501000000000.01-503;Horacio Rodríguez Larreta
000501000000000;Jefe/a de Gobierno Ciudad Autónoma de Buenos Aires;01-504;CONSENSO FEDERAL;000501000000000.01-504.A.000501000000000.01-504;Matías Tombolini
000602000010000;Diputados Provinciales Buenos Aires - Sección 1;02-1911;FRENTE NOS;000602000010000.02-1911.A.000602000010000.02-1911;FRENTE NOS
000602000010000;Diputados Provinciales Buenos Aires - Sección 1;02-503;FRENTE DE TODOS;000602000010000.02-503.A.000602000010000.02-503;FRENTE DE TODOS
000602000010000;Diputados Provinciales Buenos Aires - Sección 1;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;000602000010000.133.A.000602000010000.133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD
000602000010000;Diputados Provinciales Buenos Aires - Sección 1;135;JUNTOS POR EL CAMBIO;000602000010000.135.A.000602000010000.135;JUNTOS POR EL CAMBIO
000602000010000;Diputados Provinciales Buenos Aires - Sección 1;137;CONSENSO FEDERAL;000602000010000.137.A.000602000010000.137;CONSENSO FEDERAL
000602000040000;Diputados Provinciales Buenos Aires - Sección 4;02-503;FRENTE DE TODOS;000602000040000.02-503.A.000602000040000.02-503;FRENTE DE TODOS
000602000040000;Diputados Provinciales Buenos Aires - Sección 4;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;000602000040000.133.A.000602000040000.133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD
000602000040000;Diputados Provinciales Buenos Aires - Sección 4;135;JUNTOS POR EL CAMBIO;000602000040000.135.A.000602000040000.135;JUNTOS POR EL CAMBIO
000602000040000;Diputados Provinciales Buenos Aires - Sección 4;137;CONSENSO FEDERAL;000602000040000.137.A.000602000040000.137;CONSENSO FEDERAL
000602000050000;Diputados Provinciales Buenos Aires - Sección 5;02-1911;FRENTE NOS;000602000050000.02-1911.A.000602000050000.02-1911;FRENTE NOS
000602000050000;Diputados Provinciales Buenos Aires - Sección 5;02-503;FRENTE DE TODOS;000602000050000.02-503.A.000602000050000.02-503;FRENTE DE TODOS
000602000050000;Diputados Provinciales Buenos Aires - Sección 5;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;000602000050000.133.A.000602000050000.133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD
000602000050000;Diputados Provinciales Buenos Aires - Sección 5;135;JUNTOS POR EL CAMBIO;000602000050000.135.A.000602000050000.135;JUNTOS POR EL CAMBIO
000602000050000;Diputados Provinciales Buenos Aires - Sección 5;137;CONSENSO FEDERAL;000602000050000.137.A.000602000050000.137;CONSENSO FEDERAL
000602000070000;Diputados Provinciales Buenos Aires - Sección 7;02-503;FRENTE DE TODOS;000602000070000.02-503.A.000602000070000.02-503;FRENTE DE TODOS
000602000070000;Diputados Provinciales Buenos Aires - Sección 7;133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;000602000070000.133.A.000602000070000.133;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD
000602000070000;Diputados Provinciales Buenos Aires - Sección 7;135;JUNTOS POR EL CAMBIO;000602000070000.135.A.000602000070000.135;JUNTOS POR EL CAMBIO
000602000070000;Diputados Provinciales Buenos Aires - Sección 7;137;CONSENSO FEDERAL;000602000070000.137.A.000602000070000.137;CONSENSO FEDERAL
000603000000000;Diputados Provinciales Catamarca Distrito Único;03-503;FRENTE DE TODOS;000603000000000.03-503.A.000603000000000.03-503;FRENTE DE TODOS
000603000000000;Diputados Provinciales Catamarca Distrito Único;03-504;CONSENSO FEDERAL;000603000000000.03-504.A.000603000000000.03-504;CONSENSO FEDERAL
000603000000000;Diputados Provinciales Catamarca Distrito Único;03-506;JUNTOS POR EL CAMBIO;000603000000000.03-506.A.000603000000000.03-506;JUNTOS POR EL CAMBIO
000603000000000;Diputados Provinciales Catamarca Distrito Único;03-69;GEM;000603000000000.03-69.A.000603000000000.03-69;GEM
000612004000000;Diputados Provinciales La Rioja - Departamento Arauco;12-004-1;ACCION RIOJANA;000612004000000.12-004-1.A.000612004000000.12-004-1;ACCION RIOJANA
000612004000000;Diputados Provinciales La Rioja - Departamento Arauco;12-004-10;NUESTRA TIERRA;000612004000000.12-004-10.A.000612004000000.12-004-10;NUESTRA TIERRA
000612004000000;Diputados Provinciales La Rioja - Departamento Arauco;12-004-11;PARTIDO FE ;000612004000000.12-004-11.A.000612004000000.12-004-11;PARTIDO FE 
000612004000000;Diputados Provinciales La Rioja - Departamento Arauco;12-004-12;PRF - PARTIDO RENOVACION FEDERAL ;000612004000000.12-004-12.A.000612004000000.12-004-12;PRF - PARTIDO RENOVACION FEDERAL 
000612004000000;Diputados Provinciales La Rioja - Departamento Arauco;12-004-2;ALIANZA NUESTRA RIOJA ;000612004000000.12-004-2.A.000612004000000.12-004-2;ALIANZA NUESTRA RIOJA 
000612004000000;Diputados Provinciales La Rioja - Departamento Arauco;12-004-3;ARAUCO CRECE ;000612004000000.12-004-3.A.000612004000000.12-004-3;ARAUCO CRECE 
000612004000000;Diputados Provinciales La Rioja - Departamento Arauco;12-004-4;ENCUENTRO POR ARAUCO ;000612004000000.12-004-4.A.000612004000000.12-004-4;ENCUENTRO POR ARAUCO 
000612004000000;Diputados Provinciales La Rioja - Departamento Arauco;12-004-5;ENCUENTRO POR LA RIOJA ;000612004000000.12-004-5.A.000612004000000.12-004-5;ENCUENTRO POR LA RIOJA 
000612004000000;Diputados Provinciales La Rioja - Departamento Arauco;12-004-6;FRENTE DE TODOS ;000612004000000.12-004-6.A.000612004000000.12-004-6;FRENTE DE TODOS 
000612004000000;Diputados Provinciales La Rioja - Departamento Arauco;12-004-7;JUNTOS POR LA RIOJA ;000612004000000.12-004-7.A.000612004000000.12-004-7;JUNTOS POR LA RIOJA 
000612004000000;Diputados Provinciales La Rioja - Departamento Arauco;12-004-8;LIBRES DEL SUR ;000612004000000.12-004-8.A.000612004000000.12-004-8;LIBRES DEL SUR 
000612004000000;Diputados Provinciales La Rioja - Departamento Arauco;12-004-9;MO.TE.PO.;000612004000000.12-004-9.A.000612004000000.12-004-9;MO.TE.PO.
000612005000000;Diputados Provinciales La Rioja - Departamento San Blas de los Sauces;12-005-1;ENCUENTRO POR LA RIOJA ;000612005000000.12-005-1.A.000612005000000.12-005-1;ENCUENTRO POR LA RIOJA 
000612005000000;Diputados Provinciales La Rioja - Departamento San Blas de los Sauces;12-005-2;FRENTE DE TODOS ;000612005000000.12-005-2.A.000612005000000.12-005-2;FRENTE DE TODOS 
000612005000000;Diputados Provinciales La Rioja - Departamento San Blas de los Sauces;12-005-3;JUNTOS POR LA RIOJA ;000612005000000.12-005-3.A.000612005000000.12-005-3;JUNTOS POR LA RIOJA 
000612006000000;Diputados Provinciales La Rioja - Departamento Chilecito;12-006-1;CIUDADANOS;000612006000000.12-006-1.A.000612006000000.12-006-1;CIUDADANOS
000612006000000;Diputados Provinciales La Rioja - Departamento Chilecito;12-006-2;ENCUENTRO POR LA RIOJA;000612006000000.12-006-2.A.000612006000000.12-006-2;ENCUENTRO POR LA RIOJA
000612006000000;Diputados Provinciales La Rioja - Departamento Chilecito;12-006-3;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD;000612006000000.12-006-3.A.000612006000000.12-006-3;FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD
000612006000000;Diputados Provinciales La Rioja - Departamento Chilecito;12-006-4;FRENTE DE TODOS;000612006000000.12-006-4.A.000612006000000.12-006-4;FRENTE DE TODOS
000612006000000;Diputados Provinciales La Rioja - Departamento Chilecito;12-006-5;JUNTOS POR LA RIOJA;000612006000000.12-006-5.A.000612006000000.12-006-5;JUNTOS POR LA RIOJA
000612006000000;Diputados Provinciales La Rioja - Departamento Chilecito;12-006-6;MOVIMIENTO INDEPENDIENTE JUSTICIA Y DIGNIDAD;000612006000000.12-006-6.A.000612006000000.12-006-6;MOVIMIENTO INDEPENDIENTE JUSTICIA Y DIGNIDAD
000612006000000;Diputados Provinciales La Rioja - Departamento Chilecito;12-006-7;PARTIDO ES POSIBLE;000612006000000.12-006-7.A.000612006000000.12-006-7;PARTIDO ES POSIBLE
000612006000000;Diputados Provinciales La Rioja - Departamento Chilecito;12-006-8;PARTIDO SOCIAL POR EL BIEN COMUN;000612006000000.12-006-8.A.000612006000000.12-006-8;PARTIDO SOCIAL POR EL BIEN COMUN
000612007000000;Diputados Provinciales La Rioja - Departamento Famatina;12-007-1;ALIANZA NUESTRA RIOJA ;000612007000000.12-007-1.A.000612007000000.12-007-1;ALIANZA NUESTRA RIOJA 
000612007000000;Diputados Provinciales La Rioja - Departamento Famatina;12-007-2;ENCUENTRO POR LA RIOJA ;000612007000000.12-007-2.A.000612007000000.12-007-2;ENCUENTRO POR LA RIOJA 
