year;province;pbg_manufactura;pbg_total_pm;pbg_total_pp;ic;ic_on;ic_op;ic_tributarios;ic_tributarios_op;ic_tributarios_op_iibb;ic_tributarios_op_inmob;ic_tributarios_op_sellos;ic_tributarios_op_autom;ic_tributarios_op_otros;ic_tributarios_on;ic_transferencias;ic_otros;ik;ik_op;ik_on;ik_dif;i_on;it;gc;gc_consumo;gc_consumo_personal;gc_rentas;gc_transferencias;gc_transferencias_sprivado;gc_transferencias_spublico;gc_transferencias_sexterno;gk;gk_ird;gk_transferencias;gk_transferencias_sprivado;gk_transferencias_spublico;gk_transferencias_sexterno;gk_if;gt;personal (planta ocupada);salario_promedio (gasto medio);population;apn_gconsumo;apn_grentasprop;apn_prestss;apn_impdir;apn_transf;apn_corrientes (confirmar si es el total);apn_IRD;apn_transfK;apn_invfciera;apn_capital (confirmar si es el total);gn_admgub;gn_defensa;gn_servsoc;gn_servecon;gn_deuda;gn_total
2000;Santiago del Estero;593,25;;3742,00;;;;;;48,72;5,87;6,07;3,37;17,31;;;;;;;;;;;;;;;;;;;;;;;;;;34881;924,63;720982;;;;;;;;;;;6,03;4,90;758,50;36,06;0,00;805,49
2000;Tierra del Fuego;;;;;;;;;39,68;0,06;3,90;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;8129;1802,35;109998;;;;;;;;;;;147,48;39,31;539,10;17,24;0,00;743,13
2000;Tucuman;839,56;4933,53;;;;;;;99,73;25,17;28,41;13,65;14,26;;;;;;;;;;;;;;;;;;;;;;;;;;46100;887,38;1278216;;;;;;;;;;;15,34;4,00;652,72;49,84;0,00;721,90
2001;Buenos Aires;19292,11;89737,99;81952,06;;;;;;1791,32;555,60;302,88;364,48;587,51;;;;;;;;;;;;;;;;;;;;;;;;;;412984;1070,03;13755993;1182,428572;0,995721;2155,911093;0,252516;1657,687901;4997,275803;69,116692;875,001993;2,329586;946,448271;83,49;356,32;4887,70;160,74;0,48;5488,72
2001;CABA;;;;;;;;;1706,12;490,09;0,00;221,82;96,96;;;;;;;;;;;;;;;;;;;;;;;;;;111424;1259,85;2729469;5524;91;2483;2;2528;10627;131;223;35;389;2774,00;1399,17;4736,90;697,00;28,35;9635,42
2001;Catamarca;216,14;1518,04;;;;;;;25,09;4,16;3,94;3,32;0,02;;;;;;;;;;;;;;;;;;;;;;;;;;23995;868,05;330996;17;0;471;0;91;578;2;39;0;41;4,17;4,58;525,50;27,30;0,00;561,54
2001;Chaco;226;3266;;;;;;;68,27;1,69;6,43;0,00;3,91;;;;;;;;;;;;;;;;;;;;;;;;;;41241;1126,66;978956;61;0;294;0;187;543;6;66;0;73;14,18;18,53;490,29;44,36;0,00;567,37
2001;Chubut;337,13;3169,15;3163,64;;;;;;55,06;0,00;13,56;0,00;11,70;;;;;;;;;;;;;;;;;;;;;;;;;;24357;1067,15;408191;112;0;158;0;150;420;10;48;1;59;15,94;40,52;315,26;37,03;0,00;408,76
2001;Cordoba;2817,25;;20293,03;;;;;;401,69;173,51;52,30;34,69;91,37;;;;;;;;;;;;;;;;;;;;;;;;;;95274;1103,90;3052747;257;0;1829;0;723;2809;6;91;1;98;23,46;49,18;2513,40;59,85;0,00;2645,89
2001;Corrientes;514,83;;3354,69;;;;;;53,38;12,47;13,16;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;36515;936,13;926989;79;0;302;0;204;585;12;70;0;82;10,89;19,61;501,09;46,49;0,00;578,07
2001;Entre Rios;;;;;;;;;113,60;59,80;27,64;25,35;32,70;;;;;;;;;;;;;;;;;;;;;;;;;;54103;964,47;1152090;110;0;623;0;232;966;4;76;1;82;10,31;26,83;838,61;37,79;0,00;913,55
2001;Formosa;73,24;;1461,69;;;;;;16,04;1,32;2,43;0,00;1,84;;;;;;;;;;;;;;;;;;;;;;;;;;33443;908,67;489276;42;0;112;0;81;235;3;56;0;59;0,91;27,67;212,85;26,38;0,00;267,81
2001;Jujuy;306,72;;2092,42;;;;;;34,02;6,22;6,06;0,02;4,71;;;;;;;;;;;;;;;;;;;;;;;;;;29619;948,14;609048;26;0;435;0;178;639;52;46;0;98;3,60;7,87;535,76;80,27;0,00;627,50
2001;La Pampa;140,06;;2222,20;;;;;;38,30;14,08;14,69;11,45;2,82;;;;;;;;;;;;;;;;;;;;;;;;;;17228;1027,73;298772;44;0;229;0;103;376;4;56;1;61;2,42;12,11;345,54;31,23;0,00;391,30
2001;La Rioja;193,85;;1560,95;;;;;;14,58;2,90;0,65;3,21;1,37;;;;;;;;;;;;;;;;;;;;;;;;;;23140;1038,00;287924;24;0;454;0;182;659;48;36;0;84;129,16;6,55;492,94;41,95;0,00;670,61
2001;Mendoza;1604,61;8322,99;;;;;;;188,28;49,18;47,70;44,56;27,74;;;;;;;;;;;;;;;;;;;;;;;;;;61205;944,73;1573671;149;0;1185;0;293;1626;18;60;1;80;22,87;32,88;1410,90;48,75;0,00;1515,40
2001;Misiones;;3329,67;;;;;;;57,15;11,70;6,79;2,31;29,18;;;;;;;;;;;;;;;;;;;;;;;;;;34558;958,97;961274;79;0;264;0;207;550;10;65;1;76;9,98;34,40;458,11;58,99;0,00;561,48
2001;Neuquen;475,64;14149,25;;;;;;;135,57;15,28;25,09;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;36909;1227,16;471825;74;0;143;0;137;354;12;59;1;72;4,60;18,68;291,64;37,68;0,00;352,61
2001;Rio Negro;234,32;3407,31;;;;;;;69,46;19,95;19,87;15,30;1,68;;;;;;;;;;;;;;;;;;;;;;;;;;30054;909,70;549204;69;0;459;0;122;650;24;57;0;81;15,33;16,76;585,24;34,68;0,00;652,01
2001;Salta;206,08;2935,52;;;;;;;92,28;3,72;17,21;0,00;7,53;;;;;;;;;;;;;;;;;;;;;;;;;;38633;878,52;1065291;74;0;668;0;223;965;11;58;0;69;9,16;24,48;846,13;54,37;0,00;934,14
2001;San Juan;381,91;2437,15;;;;;;;46,03;10,36;8,36;12,86;8,35;;;;;;;;;;;;;;;;;;;;;;;;;;27569;1139,39;617478;29;0;590;0;173;793;7;52;0;59;6,11;8,33;731,53;20,51;0,00;766,48
2001;San Luis;1234,41;2916,66;;;;;;;56,32;13,08;9,48;5,30;17,02;;;;;;;;;;;;;;;;;;;;;;;;;;18693;1023,10;367104;32;0;294;0;110;436;6;48;0;54;0,54;17,59;392,64;23,67;0,00;434,44
2001;Santa Cruz;79,32;3203,48;2906,57;;;;;;38,28;0,01;6,27;0,00;1,60;;;;;;;;;;;;;;;;;;;;;;;;;;17365;1458,59;196876;73;0;61;0;98;232;7;45;0;53;0,62;25,24;156,44;51,28;0,00;233,58
2001;Santa Fe;2756,40;21311,92;;;;;;;392,45;178,24;121,01;7,27;51,33;;;;;;;;;;;;;;;;;;;;;;;;;;105692;1022,05;2975970;201;0;2149;0;854;3204;9;122;1;132;26,90;21,91;2679,50;72,41;0,00;2800,72
2001;Santiago del Estero;563,36;;3806,53;;;;;;46,62;5,28;5,77;3,43;13,38;;;;;;;;;;;;;;;;;;;;;;;;;;34118;965,70;795661;17;0;700;0;139;855;3;59;0;63;3,29;6,38;813,88;31,15;0,00;854,71
2001;Tierra del Fuego;;;;;;;;;39,45;0,05;6,57;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;8215;1851,18;100313;74;0;20;0;182;276;3;33;0;37;122,50;39,35;75,14;17,71;0,00;254,71
2001;Tucuman;753,60;4922,30;;;;;;;113,43;22,39;39,36;14,01;11,93;;;;;;;;;;;;;;;;;;;;;;;;;;46745;983,44;1331923;65;0;1039;0;306;1410;4;67;0;71;13,03;4,68;1277,14;42,94;0,00;1337,79
2002;Buenos Aires;16830,40;79272,06;73739,24;;;;;;2085,22;596,75;295,49;326,79;993,40;;;;;;;;;;;;;;;;;;;;;;;;;;406182;1017,09;14290241;1013,652183;0,226262;5510,268022;0,012162;2319,306643;8843,57473;50,177175;764,511453;0,329306;815,017934;66,52;409,04;5915,93;182,78;;6574,47
2002;CABA;;;;;;;;;1716,59;463,55;0,00;191,53;85,66;;;;;;;;;;;;;;;;;;;;;;;;;;111424;1240,18;3000966;4717;26;3564;2;2070;10379;73;194;44;311;1784,67;1634,67;9856,95;624,51;33,28;13934,09
2002;Catamarca;190,92;2023,02;;;;;;;25,42;3,48;3,65;2,54;0,01;;;;;;;;;;;;;;;;;;;;;;;;;;23995;869,45;343154;13;0;622;0;94;729;4;29;0;33;1,84;4,37;250,17;25,10;0,00;281,48
2002;Chaco;202;3033;;;;;;;82,64;2,39;6,37;0,00;6,47;;;;;;;;;;;;;;;;;;;;;;;;;;40968;1126,60;999654;51;0;155;0;205;411;9;53;0;62;12,09;16,06;466,45;41,92;0,00;536,53
2002;Chubut;305,27;2930,27;2925,34;;;;;;84,85;0,02;11,05;0,00;9,88;;;;;;;;;;;;;;;;;;;;;;;;;;23632;1213,81;430431;104;0;107;0;185;396;12;37;0;49;14,00;38,57;195,42;39,90;0,00;287,89
2002;Cordoba;2407,73;;19385,11;;;;;;430,04;172,07;47,06;23,78;127,53;;;;;;;;;;;;;;;;;;;;;;;;;;86309;1143,77;3172180;229;0;1049;0;820;2098;8;73;0;82;17,94;52,23;1154,37;56,82;0,00;1281,36
2002;Corrientes;432,22;;3057,29;;;;;;58,27;10,66;8,37;0,00;1,41;;;;;;;;;;;;;;;;;;;;;;;;;;36515;945,45;949538;79;0;172;0;209;460;13;58;0;71;21,73;20,85;301,16;41,79;0,00;385,53
2002;Entre Rios;;;;;;;;;121,92;62,52;20,15;22,52;21,25;;;;;;;;;;;;;;;;;;;;;;;;;;54103;953,60;1184584;105;0;350;0;255;709;5;65;0;71;9,02;31,57;412,28;67,55;0,00;520,42
2002;Formosa;63,19;;1333,93;;;;;;15,87;1,45;1,67;0,00;3,16;;;;;;;;;;;;;;;;;;;;;;;;;;33629;873,26;496550;41;0;64;0;109;214;13;45;0;58;5,25;29,01;150,11;28,42;0,00;212,79
2002;Jujuy;284,90;;2052,42;;;;;;34,81;6,26;5,71;0,02;6,95;;;;;;;;;;;;;;;;;;;;;;;;;;31353;881,83;625930;27;0;247;0;140;414;37;37;0;74;5,47;10,15;284,88;42,59;0,00;343,09
2002;La Pampa;134,12;;2331,55;;;;;;43,92;19,03;19,87;11,96;4,61;;;;;;;;;;;;;;;;;;;;;;;;;;17228;1013,56;309956;43;0;108;0;150;300;6;48;0;54;67,69;11,51;174,61;33,85;0,00;287,67
2002;La Rioja;172,51;;1520,94;;;;;;12,25;1,67;0,71;2,78;3,33;;;;;;;;;;;;;;;;;;;;;;;;;;23438;997,34;300974;18;0;348;0;226;591;34;28;0;63;191,10;5,11;252,30;32,58;0,00;481,09
2002;Mendoza;1496,87;7772,20;;;;;;;182,42;36,82;41,03;33,22;32,06;;;;;;;;;;;;;;;;;;;;;;;;;;61759;883,86;1623499;132;0;869;0;381;1382;20;49;0;69;19,18;35,18;716,48;53,55;0,00;824,39
2002;Misiones;614,51;3036,79;;;;;;;87,61;14,71;6,65;2,69;38,24;;;;;;;;;;;;;;;;;;;;;;;;;;34432;931,00;983482;79;0;137;0;196;412;5;54;0;59;8,83;35,58;256,79;35,00;0,00;336,20
2002;Neuquen;350,70;12993,14;;;;;;;164,28;14,55;32,48;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;36909;1239,88;495473;63;0;94;0;147;303;12;48;0;61;1,56;18,49;213,74;44,69;0,00;278,49
2002;Rio Negro;194,54;3075,60;;;;;;;74,86;22,27;16,72;13,96;1,52;;;;;;;;;;;;;;;;;;;;;;;;;;30053;923,16;577042;58;0;325;0;131;515;28;46;0;75;13,81;14,08;319,98;39,99;0,00;387,85
2002;Salta;244,48;2899,15;;;;;;;125,66;8,06;22,69;0,00;7,25;;;;;;;;;;;;;;;;;;;;;;;;;;38633;846,10;1103122;74;0;466;0;244;784;14;47;0;61;8,25;25,41;457,75;37,66;0,00;529,07
2002;San Juan;313,85;2223,95;;;;;;;43,11;6,12;6,06;6,71;4,66;;;;;;;;;;;;;;;;;;;;;;;;;;27569;1134,72;637602;26;0;493;0;187;706;2;40;0;42;5,16;9,15;381,76;22,79;0,00;418,85
2002;San Luis;1128,90;2822,79;;;;;;;64,95;14,90;10,00;6,25;10,16;;;;;;;;;;;;;;;;;;;;;;;;;;18693;1029,20;381889;30;0;163;0;185;379;6;44;0;50;40,74;16,87;217,56;27,86;0,00;303,03
2002;Santa Cruz;70,76;2992,37;2720,92;;;;;;37,48;0,01;6,14;0,00;1,56;;;;;;;;;;;;;;;;;;;;;;;;;;17365;1458,59;202043;68;0;41;0;141;250;7;42;0;49;51,86;24,81;118,05;53,31;0,00;248,05
2002;Santa Fe;2915,73;20446,91;;;;;;;460,14;203,03;116,30;11,20;48,57;;;;;;;;;;;;;;;;;;;;;;;;;;105162;997,61;3115922;103;0;1151;0;898;2152;8;107;1;115;148,14;23,08;1322,47;73,64;0,00;1567,33
2002;Santiago del Estero;270,08;;3355,65;;;;;;46,76;6,84;7,96;2,92;8,78;;;;;;;;;;;;;;;;;;;;;;;;;;33937;940,32;816294;16;0;513;0;247;776;6;55;0;61;70,98;8,44;379,39;31,53;0,00;490,34
2002;Tierra del Fuego;344,19;1803,59;;;;;;;42,74;0,09;2,63;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;8215;1820,95;104721;51;0;15;0;169;235;3;31;0;34;111,27;38,40;57,09;18,86;0,00;225,63
2002;Tucuman;728,90;4529,20;;;;;;;106,26;21,37;23,37;13,36;12,02;;;;;;;;;;;;;;;;;;;;;;;;;;46613;933,01;1370385;53;0;571;0;320;944;8;62;0;69;14,39;5,97;640,53;34,62;0,00;695,51
2003;Buenos Aires;20097,50;87794,70;80958,59;;;;;;3105,71;805,37;425,32;368,70;975,45;;;;;;;;;;;;;;;;;;;;;;;;;;426880;997,94;14410581;1136,330108;0,043323;5609,544341;0,108331;4237,678257;10983,70436;146,058934;816,906835;1,634134;964,599903;80,66;485,37;8470,92;260,73;0,17;9297,85
2003;CABA;;;;;;;;;2270,52;571,02;21,38;289,42;127,25;;;;;;;;;;;;;;;;;;;;;;;;;;111721;1260,65;3006179;5135;60;4432;2;3390;13019;206;123;43;372;2411,89;2100,22;12651,46;3741,89;4,53;20910,00
2003;Catamarca;166,94;1936,99;;;;;;;41,92;5,65;5,97;4,26;0,02;;;;;;;;;;;;;;;;;;;;;;;;;;23995;903,82;350440;12;0;397;0;139;547;5;29;0;34;5,83;4,19;359,87;27,81;;397,71
2003;Chaco;206;3266;;;;;;;117,58;4,26;9,91;0,00;8,49;;;;;;;;;;;;;;;;;;;;;;;;;;41416;1151,49;1007845;57;0;155;0;352;564;9;54;0;63;18,60;19,56;398,70;57,26;0,00;494,11
2003;Chubut;374,26;3122,30;3116,79;;;;;;116,60;0,02;15,81;0,00;13,87;;;;;;;;;;;;;;;;;;;;;;;;;;24906;1439,64;435397;111;0;148;0;163;422;18;36;1;55;15,32;51,78;289,92;55,78;0,00;412,80
2003;Cordoba;2813,17;;20636,46;;;;;;623,96;278,62;56,40;36,96;42,75;;;;;;;;;;;;;;;;;;;;;;;;;;88914;1153,61;3199362;243;0;1042;0;1167;2452;45;69;1;116;23,42;54,00;1916,70;87,48;0,00;2081,58
2003;Corrientes;484,08;;3213,59;;;;;;67,70;27,96;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;38519;950,20;959809;84;0;179;0;308;571;15;67;0;82;7,71;16,69;439,55;41,93;0,00;505,89
2003;Entre Rios;;;;;;;;;160,19;84,39;26,28;25,21;32,50;;;;;;;;;;;;;;;;;;;;;;;;;;56736;965,34;1195374;100;0;344;0;352;796;11;93;0;105;37,75;33,73;613,39;43,30;;728,20
2003;Formosa;77,39;;1416,68;;;;;;25,50;0,97;2,77;0,00;3,83;;;;;;;;;;;;;;;;;;;;;;;;;;34296;897,50;503404;43;0;66;0;181;289;7;43;0;50;9,28;25,77;223,43;34,00;0,00;292,49
2003;Jujuy;325,17;;2213,90;;;;;;43,20;7,49;5,51;0,00;15,49;;;;;;;;;;;;;;;;;;;;;;;;;;32869;920,00;634722;29;0;257;0;232;518;41;35;0;76;5,77;11,45;438,96;61,56;0,00;517,74
2003;La Pampa;117,56;;2119,00;;;;;;72,99;26,68;25,90;15,67;5,54;;;;;;;;;;;;;;;;;;;;;;;;;;17228;1103,14;313810;40;0;115;0;139;294;7;114;1;121;58,02;13,95;328,96;41,38;0,00;442,31
2003;La Rioja;205,50;;1603,02;;;;;;26,94;2,73;1,00;4,73;0,08;;;;;;;;;;;;;;;;;;;;;;;;;;23617;1010,61;307391;19;0;323;0;304;647;37;28;0;66;192,70;5,06;359,68;33,72;0,00;591,06
2003;Mendoza;1785,98;9339,93;;;;;;;270,42;63,61;89,19;57,87;8,09;;;;;;;;;;;;;;;;;;;;;;;;;;61281;1034,08;1640635;140;0;709;0;504;1352;26;47;0;74;17,88;38,67;1035,80;76,04;0,00;1168,36
2003;Misiones;666,66;3490,84;;;;;;;116,12;17,13;10,92;2,77;19,63;;;;;;;;;;;;;;;;;;;;;;;;;;36062;974,43;998667;81;0;143;0;282;506;6;67;0;73;12,85;41,68;387,13;68,22;0,00;509,88
2003;Neuquen;488,95;13621,13;;;;;;;239,35;18,37;53,97;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;36909;1484,08;504075;65;0;119;0;208;393;12;45;0;58;13,32;19,27;268,30;56,29;0,00;357,13
2003;Rio Negro;214,46;3290,70;;;;;;;118,65;26,86;21,22;17,83;2,24;;;;;;;;;;;;;;;;;;;;;;;;;;33298;888,75;580533;67;0;296;0;171;535;50;47;0;97;11,59;18,34;472,24;55,37;0,00;557,53
2003;Salta;249,17;2934,92;;;;;;;161,34;8,75;32,65;0,00;9,18;;;;;;;;;;;;;;;;;;;;;;;;;;38633;886,92;1122260;73;0;434;0;361;868;19;43;0;62;8,86;21,97;629,74;38,84;0,00;699,41
2003;San Juan;392,62;2407,03;;;;;;;60,82;13,76;6,05;13,00;9,71;;;;;;;;;;;;;;;;;;;;;;;;;;27392;1135,79;647156;31;0;453;0;247;731;5;38;0;44;4,16;9,94;550,38;39,82;0,00;604,30
2003;San Luis;1092,83;2830,74;;;;;;;104,98;18,93;10,78;7,62;9,64;;;;;;;;;;;;;;;;;;;;;;;;;;18693;1235,04;390918;31;0;168;0;147;346;9;37;0;46;49,15;17,89;298,24;27,81;0,00;393,08
2003;Santa Cruz;87,37;3188,95;2883,28;;;;;;122,61;0,48;16,60;0,00;0,07;;;;;;;;;;;;;;;;;;;;;;;;;;17365;1442,06;205953;56;0;58;0;155;270;7;36;0;43;63,63;25,86;182,28;69,34;0,00;341,10
2003;Santa Fe;3063,46;21605,77;;;;;;;701,13;201,45;137,53;6,92;51,28;;;;;;;;;;;;;;;;;;;;;;;;;;98323;1120,09;3135972;109;0;1133;0;1351;2594;18;96;1;115;344,84;22,85;1974,97;82,30;0,00;2424,96
2003;Santiago del Estero;286,50;;3279,43;;;;;;60,86;8,45;12,52;3,44;10,98;;;;;;;;;;;;;;;;;;;;;;;;;;35392;914,82;823817;14;0;467;0;244;725;2;45;0;48;90,78;6,52;554,21;34,61;0,00;686,12
2003;Tierra del Fuego;531,66;1968,37;;;;;;;66,79;0,09;5,72;0,00;7,49;;;;;;;;;;;;;;;;;;;;;;;;;;8408;1963,66;108210;52;0;28;0;252;332;7;26;0;33;173,50;47,66;82,50;22,14;0,00;325,78
2003;Tucuman;865,57;4805,59;;;;;;;183,14;26,39;30,15;16,04;22,42;;;;;;;;;;;;;;;;;;;;;;;;;;49065;931,21;1387220;58;0;574;0;465;1097;9;53;0;62;17,32;6,79;941,43;40,02;;1005,60
2004;Buenos Aires;23380,21;99019,99;90455,27;;;;;;4141,78;974,49;509,35;403,37;1182,62;;;;;;;;;;;;;;;;;;;;;;;;;;438649;1207,97;14530996;1374,287326;0,017206;6401,174719;0,077987;3857,843927;11633,40117;236,689558;916,053521;1,871561;1154,61464;120,67;546,39;10473,07;451,90;23,13;11615,16
2004;CABA;14795,03;;91224,02;;;;;;3005,30;676,80;78,60;364,20;62,80;;;;;;;;;;;;;;;;;;;;;;;;;;111721;1414,24;3011694;5928;2;5279;1;3372;14583;344;255;46;645;2628,49;2584,90;13684,44;3784,24;2,59;22684,67
2004;Catamarca;207,20;2058,05;;;;;;;54,98;6,50;5,84;5,49;0,02;;;;;;;;;;;;;;;;;;;;;;;;;;29025;890,32;357804;20;0;395;0;206;621;24;37;0;61;47,00;4,76;651,45;31,00;0,00;734,22
2004;Chaco;237;3347;;;;;;;136,46;3,46;12,03;0,00;9,83;;;;;;;;;;;;;;;;;;;;;;;;;;44689;1291,82;1016209;63;0;207;0;433;702;2;76;0;78;20,65;22,80;712,04;51,63;0,00;807,12
2004;Chubut;404,21;3405,65;3400,03;;;;;;160,99;0,03;26,10;0,00;19,07;;;;;;;;;;;;;;;;;;;;;;;;;;26027;1822,25;440381;134;0;169;0;158;460;23;43;1;67;26,35;54,76;380,16;62,21;0,00;523,48
2004;Cordoba;3175,37;;21240,44;;;;;;780,11;296,08;71,92;42,30;24,39;;;;;;;;;;;;;;;;;;;;;;;;;;89782;1263,84;3226504;288;0;1165;0;1312;2766;101;79;1;181;49,54;80,26;2655,93;158,30;0,00;2944,03
2004;Corrientes;499,71;;3507,49;;;;;;75,13;15,16;13,73;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;40633;1034,97;970173;109;0;227;0;385;722;2;60;0;62;17,50;28,61;667,05;37,08;0,00;750,24
2004;Entre Rios;1466,16;12067,67;10611,70;;;;;;204,38;107,18;32,33;32,23;45,70;;;;;;;;;;;;;;;;;;;;;;;;;;58502;1213,28;1206177;137;0;410;0;368;915;27;56;1;83;20,29;43,13;922,55;47,70;;1033,69
2004;Formosa;87,49;;1518,37;;;;;;34,66;1,34;4,57;0,00;2,46;;;;;;;;;;;;;;;;;;;;;;;;;;33374;1068,27;510353;67;0;94;0;236;398;13;48;0;61;20,95;28,92;426,61;43,88;0,00;520,36
2004;Jujuy;354,08;;2364,40;;;;;;67,91;7,37;7,13;0,00;12,16;;;;;;;;;;;;;;;;;;;;;;;;;;35661;1042,98;643571;48;0;285;0;279;612;102;42;0;144;23,52;17,44;593,00;88,79;0,00;722,75
2004;La Pampa;101,55;;2350,69;;;;;;94,24;28,41;28,09;18,50;4,52;;;;;;;;;;;;;;;;;;;;;;;;;;17228;1252,47;317697;60;0;149;0;181;390;79;42;1;121;61,97;15,23;355,17;48,87;0,00;481,23
2004;La Rioja;233,66;;1741,53;;;;;;33,66;3,48;1,47;5,61;0,01;;;;;;;;;;;;;;;;;;;;;;;;;;24102;1105,73;313918;26;0;327;0;308;661;41;35;0;76;196,89;6,16;421,96;36,42;0,00;661,44
2004;Mendoza;1924,18;10818,12;;;;;;;376,34;75,33;67,79;69,68;3,38;;;;;;;;;;;;;;;;;;;;;;;;;;64680;1314,95;1657801;170;0;766;0;463;1399;39;58;1;97;23,81;56,19;1259,93;79,34;0,00;1419,26
2004;Misiones;729,21;3979,40;;;;;;;162,10;24,47;15,12;3,46;3,54;;;;;;;;;;;;;;;;;;;;;;;;;;37336;1066,14;1013983;121;0;203;0;310;634;12;83;1;95;16,81;49,57;603,43;64,69;0,00;734,51
2004;Neuquen;569,61;13442,82;;;;;;;300,30;22,21;50,30;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;36909;1633,46;512698;91;0;136;0;229;456;5;56;1;62;36,18;26,89;342,14;82,30;0,00;487,51
2004;Rio Negro;239,89;3518,83;;;;;;;148,88;29,76;23,59;23,61;3,52;;;;;;;;;;;;;;;;;;;;;;;;;;35413;1059,49;583953;78;0;318;0;196;591;49;47;0;96;57,47;21,53;569,88;79,03;0,00;727,92
2004;Salta;284,73;3147,40;;;;;;;202,14;12,25;43,80;0,00;12,43;;;;;;;;;;;;;;;;;;;;;;;;;;40897;1040,12;1141632;107;0;499;0;374;980;23;54;0;76;9,61;33,93;850,40;41,32;0,00;935,26
2004;San Juan;416,02;2676,10;;;;;;;90,55;13,96;9,91;12,88;9,07;;;;;;;;;;;;;;;;;;;;;;;;;;27392;1233,86;656727;39;0;505;0;263;807;21;48;0;69;49,84;13,72;693,58;38,31;0,00;795,46
2004;San Luis;1135,73;2971,57;;;;;;;107,48;19,93;11,23;8,75;22,54;;;;;;;;;;;;;;;;;;;;;;;;;;18693;1263,20;400012;44;0;181;0;198;423;0;37;0;37;50,42;22,80;364,15;31,12;0,00;468,50
2004;Santa Cruz;102,66;3231,29;2897,14;;;;;;152,61;1,24;19,93;0,00;0,05;;;;;;;;;;;;;;;;;;;;;;;;;;17365;1765,57;209859;90;0;66;0;212;368;14;60;0;73;70,41;30,84;243,01;249,48;0,00;593,75
2004;Santa Fe;3747,87;23224,83;;;;;;;879,73;250,25;181,59;10,78;70,38;;;;;;;;;;;;;;;;;;;;;;;;;;99890;1321,32;3156308;144;0;1304;0;1499;2947;49;116;1;165;265,08;32,44;2539,55;160,65;0,00;2997,72
2004;Santiago del Estero;293,67;;3391,10;;;;;;75,27;10,11;14,51;3,88;26,63;;;;;;;;;;;;;;;;;;;;;;;;;;36386;1111,99;831597;26;0;517;0;374;918;27;46;0;73;98,74;7,94;711,86;30,22;0,00;848,77
2004;Tierra del Fuego;591,38;2119,71;;;;;;;81,29;0,09;15,62;0,00;25,22;;;;;;;;;;;;;;;;;;;;;;;;;;8398;2725,42;111726;66;0;31;0;268;365;58;24;0;82;261,36;47,63;99,37;34,47;0,00;442,83
2004;Tucuman;926,07;5238,66;;;;;;;228,56;43,71;42,47;26,69;30,63;;;;;;;;;;;;;;;;;;;;;;;;;;54462;1076,86;1404278;68;0;678;0;514;1260;7;66;0;73;32,89;11,03;1204,66;46,05;;1294,64
2005;Buenos Aires;26359,41;109506,50;99568,17;18300,97;9274,98;9025,99;15798,11;8591,57;5174,20;1164,78;685,16;551,98;1015,46;7206,54;2068,44;434,42;753,99;0,00;360,55;393,44;9635,52;21793,54;17554,93;11647,87;9631,85;490,12;5416,93;1989,69;3410,45;16,79;1377,95;727,61;428,55;198,03;230,52;0;221,79;22102,79;468474;1578,60;14654379;1658,43657;0,0552;7269,953489;0;3970;12898;480;1364;2;1846;213,48;684,60;13163,72;773,41;0,00;14835,29
2005;CABA;16197,45;;100823,66;6132,79;822,48;5310,32;5647,06;5000,85;3672,14;694,96;148,55;407,11;78,09;646,21;176,27;309,46;105,30;1,69;85,81;17,80;908,29;6238,10;4939,16;4122,18;2734,75;138,83;678,15;629,06;49,06;0,03;950,97;638,95;201,93;47,64;153,67;0,63;110,10;5890,13;123960;1697,04;3018102;7547,005591;11,856595;7143,055388;3;4744;19448;501;691;1510;2701;3343,71;4113,22;14726,05;8104,31;8,55;30295,84
2005;Catamarca;212,86;2081,35;;1122,66;925,37;197,29;985,73;87,69;67,68;6,52;7,38;6,10;0,01;898,04;27,33;109,60;85,96;0,01;70,12;15,83;995,49;1208,62;839,23;560,06;462,01;41,22;237,95;74,85;163,11;0,00;289,70;222,85;34,98;4,63;30,34;0,00;31,87;1128,93;26849;1323,66;365323;15,977354;0;439,265328;0;229;684;16;76;0;92;4,74;4,85;761,27;68,49;0;839,3521236
2005;Chaco;286;3703;;2053,65;1821,61;232,05;1835,21;197,81;166,87;2,96;14,22;0,00;13,76;1637,40;184,20;34,24;238,62;2,57;206,59;29,46;2028,19;2523,17;1565,75;1102,83;976,30;102,61;360,31;57,43;302,88;0,00;478,26;437,73;8,63;2,66;5,97;0,00;31,90;2439,49;46616;1591,45;1024934;64,535472;0,02335;218,184815;0;609;891;13;108;0;122;16,20;25,21;1097,75;107,31;0;1246,485088
