year;province;pbg_manufactura;pbg_total_pm;pbg_total_pp;ic;ic_on;ic_op;ic_tributarios;ic_tributarios_op;ic_tributarios_op_iibb;ic_tributarios_op_inmob;ic_tributarios_op_sellos;ic_tributarios_op_autom;ic_tributarios_op_otros;ic_tributarios_on;ic_transferencias;ic_otros;ik;ik_op;ik_on;ik_dif;i_on;it;gc;gc_consumo;gc_consumo_personal;gc_rentas;gc_transferencias;gc_transferencias_sprivado;gc_transferencias_spublico;gc_transferencias_sexterno;gk;gk_ird;gk_transferencias;gk_transferencias_sprivado;gk_transferencias_spublico;gk_transferencias_sexterno;gk_if;gt;personal (planta ocupada);salario_promedio (gasto medio);population;apn_gconsumo;apn_grentasprop;apn_prestss;apn_impdir;apn_transf;apn_corrientes (confirmar si es el total);apn_IRD;apn_transfK;apn_invfciera;apn_capital (confirmar si es el total);gn_admgub;gn_defensa;gn_servsoc;gn_servecon;gn_deuda;gn_total
1995;Tucuman;857,86;4399,86;;;;;;;73,59;11,62;26,56;10,21;9,86;;;;;;;;;;;;;;;;;;;;;;;;;;48191;820,69;1216623;;;;;;;;;;;0,00;0,00;3,99;4,49;0,00;8,48
1996;Buenos Aires;21215,38;86411,61;78810,32;;;;;;1916,40;592,42;448,52;444,94;465,63;;;;;;;;;;;;;;;;;;;;;;;;;;323936;857,36;13544764;;;;;;;;;;;0,00;32,86;785,89;73,88;0,53;893,16
1996;CABA;;;;;;;;;1453,22;391,81;0,00;229,99;238,85;;;;;;;;;;;;;;;;;;;;;;;;;;106339;1194,69;3032875;;;;;;;;;;;2084,38;1504,47;23744,76;1256,88;156,46;28746,96
1996;Catamarca;245,10;1187,31;;;;;;;24,76;4,19;3,43;3,47;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;22456;913,56;294895;;;;;;;;;;;0,00;0,00;1,54;5,85;0,00;7,39
1996;Chaco;303;3141;;;;;;;71,56;3,09;9,49;0,00;26,03;;;;;;;;;;;;;;;;;;;;;;;;;;39344;989,28;907389;;;;;;;;;;;0,01;0,59;14,27;10,99;0,00;25,85
1996;Chubut;312,10;2809,52;2804,95;;;;;;42,01;0,70;13,16;0,00;0,66;;;;;;;;;;;;;;;;;;;;;;;;;;22673;963,27;408804;;;;;;;;;;;0,00;1,08;20,90;3,64;0,00;25,62
1996;Cordoba;3036,46;;18520,19;;;;;;483,92;245,59;96,00;0,00;38,09;;;;;;;;;;;;;;;;;;;;;;;;;;76893;1053,17;2962371;;;;;;;;;;;114,88;0,00;15,45;2,87;0,00;133,20
1996;Corrientes;;;;;;;;;46,82;8,88;10,47;0,00;1,17;;;;;;;;;;;;;;;;;;;;;;;;;;39872;703,85;870657;;;;;;;;;;;0,00;0,00;0,38;11,86;0,00;12,24
1996;Entre Rios;;;;;;;;;136,48;66,17;26,82;31,31;25,34;;;;;;;;;;;;;;;;;;;;;;;;;;47850;886,61;1078274;;;;;;;;;;;0,00;0,00;0,25;33,89;0,00;34,14
1996;Formosa;85,87;;1403,97;;;;;;17,65;0,80;3,17;0,00;0,95;;;;;;;;;;;;;;;;;;;;;;;;;;32572;819,63;458282;;;;;;;;;;;0,00;0,13;0,28;28,79;0,00;29,20
1996;Jujuy;336,17;;2036,06;;;;;;32,92;9,43;4,67;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;25111;1013,30;564739;;;;;;;;;;;0,00;0,00;0,53;0,82;0,00;1,35
1996;La Pampa;140,45;;1855,99;;;;;;39,96;14,76;16,90;13,41;5,31;;;;;;;;;;;;;;;;;;;;;;;;;;15648;1031,97;287175;;;;;;;;;;;11,20;0,53;3,44;10,48;0,00;25,65
1996;La Rioja;;;;;;;;;18,13;2,28;4,24;2,48;0,02;;;;;;;;;;;;;;;;;;;;;;;;;;25989;852,82;253898;;;;;;;;;;;148,00;0,00;2,11;14,50;0,00;164,61
1996;Mendoza;1697,81;8135,36;;;;;;;184,93;34,50;42,91;46,81;14,42;;;;;;;;;;;;;;;;;;;;;;;;;;45903;1069,28;1528895;;;;;;;;;;;0,00;0,03;0,05;21,22;0,00;21,30
1996;Misiones;93,81;3064,54;;;;;;;51,81;10,93;8,25;1,15;44,91;;;;;;;;;;;;;;;;;;;;;;;;;;32231;860,77;906092;;;;;;;;;;;0,01;0,23;0,11;3,40;0,00;3,75
1996;Neuquen;455,91;13856,55;;;;;;;95,13;11,66;25,92;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;32755;981,70;481819;;;;;;;;;;;0,01;0,46;20,47;10,57;0,00;31,50
1996;Rio Negro;243,84;3165,93;;;;;;;70,22;16,82;21,49;13,26;2,33;;;;;;;;;;;;;;;;;;;;;;;;;;31451;958,43;571366;;;;;;;;;;;0,42;0,39;28,14;11,75;0,00;40,69
1996;Salta;193,20;2303,72;;;;;;;87,58;4,67;16,16;0,00;6,61;;;;;;;;;;;;;;;;;;;;;;;;;;38916;923,82;979393;;;;;;;;;;;0,00;0,00;8,39;9,15;0,00;17,55
1996;San Juan;434,42;2243,09;;;;;;;38,78;8,73;7,44;9,51;14,86;;;;;;;;;;;;;;;;;;;;;;;;;;28851;846,47;560139;;;;;;;;;;;0,00;0,00;0,28;18,30;0,00;18,58
1996;San Luis;1625,90;3061,80;;;;;;;45,87;16,03;11,33;1,23;0,18;;;;;;;;;;;;;;;;;;;;;;;;;;18113;863,34;330026;;;;;;;;;;;0,00;0,00;0,00;5,02;0,00;5,02
1996;Santa Cruz;65,76;3039,53;2788,03;;;;;;49,87;0,02;13,10;0,00;0,12;;;;;;;;;;;;;;;;;;;;;;;;;;16412;1244,54;186210;;;;;;;;;;;18,00;0,18;19,56;15,70;0,00;53,44
1996;Santa Fe;3281,69;20981,97;;;;;;;419,43;154,96;146,49;5,82;2,37;;;;;;;;;;;;;;;;;;;;;;;;;;94802;961,88;2979021;;;;;;;;;;;0,20;0,00;2,64;16,20;0,00;19,04
1996;Santiago del Estero;531,27;;3447,82;;;;;;38,90;8,23;7,11;5,39;5,63;;;;;;;;;;;;;;;;;;;;;;;;;;31535;882,64;705460;;;;;;;;;;;0,00;0,00;7,60;6,75;0,00;14,35
1996;Tierra del Fuego;;;;;;;;;38,88;0,06;0,65;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;6636;1983,25;94968;;;;;;;;;;;125,00;0,00;9,24;6,81;0,00;141,05
1996;Tucuman;855,72;4445,34;;;;;;;81,78;20,31;24,54;14,34;9,05;;;;;;;;;;;;;;;;;;;;;;;;;;45195;864,34;1232100;;;;;;;;;;;0,00;0,00;4,36;3,66;0,00;8,02
1997;Buenos Aires;26226,46;98572,06;89295,00;;;;;;2113,65;667,30;418,87;484,63;825,73;;;;;;;;;;;;;;;;;;;;;;;;;;348788;880,22;13634681;;;;;;;;;;;62,82;497,10;7934,83;333,07;0,00;8827,82
1997;CABA;;;;;;;;;1592,11;449,97;0,00;257,73;155,96;;;;;;;;;;;;;;;;;;;;;;;;;;109318;1212,61;2985428;;;;;;;;;;;2903,37;1352,65;8604,66;912,15;39,01;13811,85
1997;Catamarca;286,85;1316,59;;;;;;;29,39;3,51;3,59;2,20;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;21844;971,94;298246;;;;;;;;;;;0,90;3,03;340,95;28,99;0,00;373,87
1997;Chaco;272;3163;;;;;;;76,78;2,67;7,58;0,00;24,95;;;;;;;;;;;;;;;;;;;;;;;;;;38960;1038,82;911091;;;;;;;;;;;8,07;20,91;382,41;51,79;0,00;463,18
1997;Chubut;321,86;2982,99;2977,96;;;;;;48,80;0,07;12,09;0,00;1,17;;;;;;;;;;;;;;;;;;;;;;;;;;21036;1061,96;415163;;;;;;;;;;;11,09;29,62;267,11;41,82;0,00;349,64
1997;Cordoba;3709,76;;19619,44;;;;;;461,33;250,48;95,84;35,00;7,10;;;;;;;;;;;;;;;;;;;;;;;;;;75731;1199,08;2973533;;;;;;;;;;;16,77;87,49;1520,24;87,82;0,00;1712,32
1997;Corrientes;;;;;;;;;51,10;10,29;10,32;0,00;0,85;;;;;;;;;;;;;;;;;;;;;;;;;;40576;832,45;876423;;;;;;;;;;;8,69;17,37;384,00;63,59;0,00;473,65
1997;Entre Rios;;;;;;;;;147,58;63,18;29,44;30,85;27,38;;;;;;;;;;;;;;;;;;;;;;;;;;49249;888,10;1079142;;;;;;;;;;;6,88;26,40;524,69;67,87;0,00;625,85
1997;Formosa;99,25;;1490,76;;;;;;22,29;0,94;3,54;0,00;1,14;;;;;;;;;;;;;;;;;;;;;;;;;;32050;853,29;465595;;;;;;;;;;;6,55;30,73;188,00;55,06;0,00;280,33
1997;Jujuy;381,07;;2223,66;;;;;;36,15;8,22;6,04;0,00;3,97;;;;;;;;;;;;;;;;;;;;;;;;;;28480;883,40;569706;;;;;;;;;;;3,72;4,79;379,17;85,25;0,00;472,93
1997;La Pampa;147,48;;2013,62;;;;;;42,87;15,84;18,13;14,39;1,78;;;;;;;;;;;;;;;;;;;;;;;;;;16620;1011,61;289815;;;;;;;;;;;2,48;8,86;188,60;49,78;0,00;249,73
1997;La Rioja;255,33;;1377,56;;;;;;15,76;3,31;2,27;2,07;0,23;;;;;;;;;;;;;;;;;;;;;;;;;;22522;981,90;258231;;;;;;;;;;;146,36;5,11;373,40;36,92;0,00;561,78
1997;Mendoza;1929,22;8905,96;;;;;;;213,79;47,97;46,73;55,62;11,45;;;;;;;;;;;;;;;;;;;;;;;;;;54830;906,16;1536986;;;;;;;;;;;22,34;33,90;924,61;56,85;0,00;1037,70
1997;Misiones;121,41;3654,93;;;;;;;63,47;12,51;9,87;2,20;32,14;;;;;;;;;;;;;;;;;;;;;;;;;;33733;924,22;918797;;;;;;;;;;;7,91;31,49;322,50;90,42;0,00;452,31
1997;Neuquen;581,25;14643,16;;;;;;;107,14;12,10;20,93;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;33753;980,68;496567;;;;;;;;;;;1,90;21,21;278,83;46,48;0,00;348,42
1997;Rio Negro;259,81;3317,03;;;;;;;73,57;21,01;19,91;14,20;1,03;;;;;;;;;;;;;;;;;;;;;;;;;;30760;959,19;578536;;;;;;;;;;;12,29;11,71;457,70;47,51;0,00;529,20
1997;Salta;236,52;2583,16;;;;;;;96,01;6,84;19,69;0,00;8,00;;;;;;;;;;;;;;;;;;;;;;;;;;39240;898,47;992374;;;;;;;;;;;9,84;19,74;617,28;86,89;0,00;733,75
1997;San Juan;480,97;2435,50;;;;;;;51,46;5,84;8,99;9,23;15,88;;;;;;;;;;;;;;;;;;;;;;;;;;28393;940,44;558647;;;;;;;;;;;1,43;7,85;514,90;50,02;0,00;574,21
1997;San Luis;1682,68;3182,47;;;;;;;48,15;13,85;10,65;5,63;2,25;;;;;;;;;;;;;;;;;;;;;;;;;;17001;891,63;335637;;;;;;;;;;;1,15;13,77;189,83;25,29;0,00;230,05
1997;Santa Cruz;81,65;3133,38;2859,53;;;;;;52,13;0,02;11,19;0,00;0,07;;;;;;;;;;;;;;;;;;;;;;;;;;16941;1278,92;189688;;;;;;;;;;;18,39;30,95;156,80;87,73;0,00;293,87
1997;Santa Fe;3538,14;21763,52;;;;;;;490,78;188,43;133,09;7,39;56,15;;;;;;;;;;;;;;;;;;;;;;;;;;94625;986,39;2987522;;;;;;;;;;;15,17;17,20;1648,34;103,07;0,00;1783,79
1997;Santiago del Estero;562,81;;3585,32;;;;;;44,85;8,77;7,62;4,95;16,76;;;;;;;;;;;;;;;;;;;;;;;;;;33651;850,73;705009;;;;;;;;;;;1,09;2,39;555,13;31,96;0,00;590,57
1997;Tierra del Fuego;;;;;;;;;39,65;0,14;1,38;0,00;0,35;;;;;;;;;;;;;;;;;;;;;;;;;;6878;2118,49;114143;;;;;;;;;;;141,24;19,76;315,99;21,88;0,00;498,88
1997;Tucuman;976,79;4785,64;;;;;;;91,83;19,03;27,55;16,86;11,69;;;;;;;;;;;;;;;;;;;;;;;;;;45673;907,39;1237629;;;;;;;;;;;10,41;1,19;687,58;50,24;0,00;749,42
1998;Buenos Aires;25062,60;100237,82;90538,87;;;;;;2273,97;657,13;426,96;498,64;859,72;;;;;;;;;;;;;;;;;;;;;;;;;;365939;1007,69;13879577;;;;;;;;;;;75,50;439,81;6661,41;255,68;0,00;7432,41
1998;CABA;;;;;;;;;1867,62;480,30;0,00;270,46;152,15;;;;;;;;;;;;;;;;;;;;;;;;;;110847;1149,59;3040292;;;;;;;;;;;3051,81;1411,05;7798,70;1034,52;23,99;13320,07
1998;Catamarca;327,47;1702,12;;;;;;;27,83;3,81;5,31;3,48;0,01;;;;;;;;;;;;;;;;;;;;;;;;;;22145;949,15;306430;;;;;;;;;;;5,19;4,44;375,74;30,66;0,00;416,03
1998;Chaco;280;3250;;;;;;;89,07;2,18;7,59;0,00;5,88;;;;;;;;;;;;;;;;;;;;;;;;;;40637;1053,46;929878;;;;;;;;;;;12,03;17,32;367,26;61,47;0,00;458,08
1998;Chubut;297,19;2990,69;2985,31;;;;;;45,03;0,11;13,15;0,00;1,80;;;;;;;;;;;;;;;;;;;;;;;;;;22349;1056,46;428405;;;;;;;;;;;16,26;49,08;288,63;54,44;0,00;408,41
1998;Cordoba;3998,49;;21706,62;;;;;;499,65;285,83;85,33;40,28;0,46;;;;;;;;;;;;;;;;;;;;;;;;;;74369;1255,09;3027113;;;;;;;;;;;22,89;52,02;2089,03;91,59;0,00;2255,54
1998;Corrientes;;;;;;;;;53,69;7,48;14,59;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;42343;865,66;896418;;;;;;;;;;;7,74;21,58;482,03;84,26;0,00;595,61
1998;Entre Rios;;;;;;;;;144,90;66,86;31,63;28,42;30,93;;;;;;;;;;;;;;;;;;;;;;;;;;49595;926,11;1096121;;;;;;;;;;;10,15;32,19;682,39;66,44;0,00;791,16
1998;Formosa;100,17;;1544,91;;;;;;25,55;1,02;3,14;0,00;1,09;;;;;;;;;;;;;;;;;;;;;;;;;;32909;868,76;480979;;;;;;;;;;;5,75;28,85;181,64;46,07;0,00;262,30
1998;Jujuy;371,36;;2243,55;;;;;;39,78;7,80;6,00;0,42;3,34;;;;;;;;;;;;;;;;;;;;;;;;;;29133;973,54;584267;;;;;;;;;;;4,54;6,76;433,94;100,27;0,00;545,52
1998;La Pampa;129,77;;2117,70;;;;;;44,35;18,39;23,30;15,52;3,38;;;;;;;;;;;;;;;;;;;;;;;;;;17098;1007,35;296748;;;;;;;;;;;7,39;10,50;211,43;59,35;0,00;288,68
1998;La Rioja;252,44;;1481,32;;;;;;17,08;1,37;1,03;2,61;0,03;;;;;;;;;;;;;;;;;;;;;;;;;;23253;978,79;266846;;;;;;;;;;;147,05;5,69;418,28;45,01;0,00;616,02
1998;Mendoza;2159,43;9488,30;;;;;;;223,59;52,89;53,00;57,82;10,05;;;;;;;;;;;;;;;;;;;;;;;;;;54044;957,88;1568461;;;;;;;;;;;21,84;38,14;1135,28;61,96;0,00;1257,21
1998;Misiones;145,03;3580,18;;;;;;;65,49;13,50;10,08;2,22;22,44;;;;;;;;;;;;;;;;;;;;;;;;;;35577;903,85;950262;;;;;;;;;;;9,66;32,88;328,18;90,03;0,00;460,76
1998;Neuquen;690,45;15154,62;;;;;;;111,47;13,59;44,41;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;34549;1072,88;520423;;;;;;;;;;;11,37;20,39;268,18;40,67;0,00;340,61
1998;Rio Negro;274,66;3461,71;;;;;;;87,23;22,74;21,53;15,22;0,79;;;;;;;;;;;;;;;;;;;;;;;;;;28430;1046,96;594794;;;;;;;;;;;12,12;13,84;482,18;55,87;0,00;564,01
1998;Salta;254,19;2760,39;;;;;;;97,76;6,30;21,49;0,00;8,02;;;;;;;;;;;;;;;;;;;;;;;;;;38094;934,60;1022846;;;;;;;;;;;8,81;23,62;666,15;105,57;0,00;804,15
1998;San Juan;565,92;2709,83;;;;;;;52,88;8,07;8,82;11,12;19,29;;;;;;;;;;;;;;;;;;;;;;;;;;27866;1066,08;569527;;;;;;;;;;;9,45;8,72;582,06;49,37;0,00;649,59
1998;San Luis;1678,47;3252,12;;;;;;;44,53;17,80;10,23;6,75;5,96;;;;;;;;;;;;;;;;;;;;;;;;;;16899;865,41;346591;;;;;;;;;;;0,68;16,77;390,12;33,28;0,00;440,86
1998;Santa Cruz;92,12;3285,07;2990,23;;;;;;53,75;0,01;10,84;0,00;0,10;;;;;;;;;;;;;;;;;;;;;;;;;;17728;1261,61;196438;;;;;;;;;;;18,59;27,17;133,51;89,50;0,00;268,77
1998;Santa Fe;3465,10;22614,68;;;;;;;493,41;186,14;147,63;6,53;95,24;;;;;;;;;;;;;;;;;;;;;;;;;;99792;996,14;3038867;;;;;;;;;;;37,51;22,23;1949,02;97,80;0,00;2106,57
1998;Santiago del Estero;586,66;;3871,25;;;;;;50,61;8,41;6,99;5,05;22,07;;;;;;;;;;;;;;;;;;;;;;;;;;34272;875,32;715891;;;;;;;;;;;0,48;5,69;529,39;49,48;0,00;585,03
1998;Tierra del Fuego;;;;;;;;;43,06;0,07;1,28;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;7010;2315,64;104823;;;;;;;;;;;155,57;35,84;100,82;22,31;0,00;314,54
1998;Tucuman;1001,35;5038,43;;;;;;;99,30;19,25;32,60;14,21;13,93;;;;;;;;;;;;;;;;;;;;;;;;;;46107;871,31;1262936;;;;;;;;;;;16,12;4,11;1054,28;56,89;0,00;1131,40
1999;Buenos Aires;22582,03;96954,48;88034,90;;;;;;2116,93;591,40;377,91;433,41;826,76;;;;;;;;;;;;;;;;;;;;;;;;;;404655;1002,93;14047486;;;;;;;;;;;74,92;434,31;6219,69;213,60;0,20;6942,71
1999;CABA;;;;;;;;;1886,62;478,61;0,00;283,17;86,07;;;;;;;;;;;;;;;;;;;;;;;;;;114312;1151,22;3043431;;;;;;;;;;;3419,74;1469,32;9295,00;863,53;22,88;15070,47
1999;Catamarca;295,52;1775,75;;;;;;;27,19;3,51;5,07;3,27;0,03;;;;;;;;;;;;;;;;;;;;;;;;;;22963;963,28;312269;;;;;;;;;;;1,00;3,71;371,86;38,74;0,00;415,31
1999;Chaco;255;3275;;;;;;;86,50;1,96;6,66;0,00;4,87;;;;;;;;;;;;;;;;;;;;;;;;;;72528;1314,93;3059115;;;;;;;;;;;9,80;17,16;317,95;49,69;0,00;394,60
1999;Chubut;282,50;2960,84;2955,69;;;;;;48,03;0,05;11,45;0,00;5,56;;;;;;;;;;;;;;;;;;;;;;;;;;41776;1065,41;940901;;;;;;;;;;;15,16;41,45;268,85;52,46;0,00;377,93
1999;Cordoba;3329,35;;20654,01;;;;;;454,62;274,61;74,87;31,29;0,08;;;;;;;;;;;;;;;;;;;;;;;;;;22921;1046,78;438236;;;;;;;;;;;21,35;48,73;1860,84;72,23;0,00;2003,14
1999;Corrientes;562,29;;3595,55;;;;;;48,69;6,74;12,15;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;41401;880,21;909207;;;;;;;;;;;6,23;18,15;473,96;70,43;0,00;568,76
1999;Entre Rios;;;;;;;;;140,32;62,37;27,77;22,77;30,68;;;;;;;;;;;;;;;;;;;;;;;;;;50283;965,66;1104836;;;;;;;;;;;7,65;32,51;614,36;60,12;0,00;714,63
1999;Formosa;89,29;;1530,47;;;;;;21,68;0,89;2,99;0,00;0,72;;;;;;;;;;;;;;;;;;;;;;;;;;33440;889,16;492513;;;;;;;;;;;1,29;26,80;174,91;32,99;0,00;235,99
1999;Jujuy;324,74;;2242,23;;;;;;40,69;7,56;6,94;0,48;2,88;;;;;;;;;;;;;;;;;;;;;;;;;;28938;973,87;594117;;;;;;;;;;;1,52;7,01;406,53;81,84;0,00;496,91
1999;La Pampa;101,15;;2009,75;;;;;;41,68;17,55;19,52;14,84;3,09;;;;;;;;;;;;;;;;;;;;;;;;;;17177;1018,68;301466;;;;;;;;;;;0,83;9,67;217,00;34,08;0,00;261,58
1999;La Rioja;224,81;;1493,27;;;;;;18,53;1,47;0,87;2,88;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;23581;1023,16;273471;;;;;;;;;;;145,57;5,33;389,00;75,35;0,00;615,24
1999;Mendoza;1909,79;9252,62;;;;;;;207,16;43,47;52,03;49,12;42,07;;;;;;;;;;;;;;;;;;;;;;;;;;60347;915,75;1588091;;;;;;;;;;;19,73;37,54;1024,84;49,62;0,00;1131,74
1999;Misiones;128,69;3426,14;;;;;;;63,72;13,80;9,14;2,84;9,53;;;;;;;;;;;;;;;;;;;;;;;;;;35849;958,46;972672;;;;;;;;;;;11,39;31,82;307,47;89,03;0,00;439,71
1999;Neuquen;540,10;14866,96;;;;;;;108,87;12,17;34,56;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;36177;1150,30;540384;;;;;;;;;;;2,95;20,38;252,86;42,60;0,00;318,79
1999;Rio Negro;290,54;3444,89;;;;;;;77,97;20,02;21,39;14,20;1,80;;;;;;;;;;;;;;;;;;;;;;;;;;28548;986,71;606575;;;;;;;;;;;10,30;13,70;446,60;52,10;0,00;522,70
1999;Salta;224,12;2843,43;;;;;;;97,62;6,01;34,83;0,00;8,04;;;;;;;;;;;;;;;;;;;;;;;;;;36238;972,08;1044973;;;;;;;;;;;10,11;22,76;606,32;80,29;0,00;719,48
1999;San Juan;489,89;2618,32;;;;;;;47,69;6,68;8,21;8,52;20,62;;;;;;;;;;;;;;;;;;;;;;;;;;29161;1041,73;574053;;;;;;;;;;;1,59;9,02;565,82;24,10;0,00;600,53
1999;San Luis;1405,98;3065,20;;;;;;;46,09;17,72;10,20;7,53;11,77;;;;;;;;;;;;;;;;;;;;;;;;;;16652;913,05;354959;;;;;;;;;;;0,66;15,97;352,25;26,17;0,00;395,05
1999;Santa Cruz;80,18;3152,31;2866,98;;;;;;46,33;0,02;9,62;0,00;0,09;;;;;;;;;;;;;;;;;;;;;;;;;;17765;1304,60;201642;;;;;;;;;;;0,95;24,77;127,18;74,06;0,00;226,96
1999;Santa Fe;3146,44;22142,68;;;;;;;431,38;182,96;146,88;3,66;120,34;;;;;;;;;;;;;;;;;;;;;;;;;;101363;1046,94;3068765;;;;;;;;;;;37,89;21,81;1732,09;91,54;0,00;1883,33
1999;Santiago del Estero;601,77;;3896,14;;;;;;50,01;6,48;6,56;4,00;22,84;;;;;;;;;;;;;;;;;;;;;;;;;;34454;898,60;720982;;;;;;;;;;;0,47;5,02;492,74;49,20;0,00;547,43
1999;Tierra del Fuego;;;;;;;;;39,94;0,08;4,51;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;7777;2120,52;109998;;;;;;;;;;;144,76;40,46;104,19;17,20;0,00;306,61
1999;Tucuman;866,59;4866,67;;;;;;;97,22;21,85;32,22;17,20;13,02;;;;;;;;;;;;;;;;;;;;;;;;;;46306;915,14;1278216;;;;;;;;;;;12,61;4,29;953,84;58,14;0,00;1028,88
2000;Buenos Aires;21574,08;94794,39;86053,22;;;;;;2031,39;626,59;315,01;397,57;792,77;;;;;;;;;;;;;;;;;;;;;;;;;;428408;981,03;14047486;;;;;;;;;;;78,70;410,40;8245,56;176,06;0,19;8910,91
2000;CABA;;;;;;;;;1876,93;506,54;0,00;252,65;118,30;;;;;;;;;;;;;;;;;;;;;;;;;;112466;1169,79;3043431;;;;;;;;;;;3368,41;1458,86;6654,84;686,52;33,01;12201,64
2000;Catamarca;284,45;1557,65;;;;;;;25,35;4,41;4,96;3,87;0,03;;;;;;;;;;;;;;;;;;;;;;;;;;23784;839,13;312269;;;;;;;;;;;4,26;4,29;505,85;33,68;0,00;548,09
2000;Chaco;252;3301;;;;;;;81,14;1,67;5,64;0,00;4,07;;;;;;;;;;;;;;;;;;;;;;;;;;42119;1077,62;940901;;;;;;;;;;;18,24;16,53;404,57;50,35;0,00;489,69
2000;Chubut;284,84;2998,28;2992,93;;;;;;55,07;0,03;12,01;0,00;5,18;;;;;;;;;;;;;;;;;;;;;;;;;;23408;1051,94;438236;;;;;;;;;;;17,62;40,28;292,06;39,60;0,00;389,56
2000;Cordoba;3164,08;;21113,14;;;;;;405,64;204,63;71,67;26,59;145,62;;;;;;;;;;;;;;;;;;;;;;;;;;76079;1276,93;3059115;;;;;;;;;;;29,92;54,58;1718,35;67,79;0,00;1870,65
2000;Corrientes;574,47;;3477,73;;;;;;54,08;11,76;12,01;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;36967;955,14;909207;;;;;;;;;;;15,02;19,92;446,11;55,55;0,00;536,59
2000;Entre Rios;;;;;;;;;121,93;55,35;25,54;26,97;32,12;;;;;;;;;;;;;;;;;;;;;;;;;;54159;927,53;1104836;;;;;;;;;;;10,85;32,49;580,90;62,86;0,00;687,09
2000;Formosa;83,76;;1515,16;;;;;;19,29;0,93;2,70;0,00;1,45;;;;;;;;;;;;;;;;;;;;;;;;;;33697;888,11;492513;;;;;;;;;;;2,83;27,85;186,86;30,66;0,00;248,20
2000;Jujuy;309,01;;2140,74;;;;;;37,23;7,03;6,58;0,12;10,18;;;;;;;;;;;;;;;;;;;;;;;;;;29622;929,11;594117;;;;;;;;;;;4,98;7,13;528,09;82,01;0,00;622,21
2000;La Pampa;149,21;;2294,10;;;;;;40,81;15,99;17,23;13,75;3,57;;;;;;;;;;;;;;;;;;;;;;;;;;17174;1004,41;301466;;;;;;;;;;;30,02;9,41;247,66;32,12;0,00;319,20
2000;La Rioja;221,05;;1535,30;;;;;;17,55;1,59;0,90;3,07;0,41;;;;;;;;;;;;;;;;;;;;;;;;;;23258;1026,72;273471;;;;;;;;;;;109,19;5,31;519,72;106,72;0,00;740,94
2000;Mendoza;1693,54;9002,04;;;;;;;191,72;45,49;47,73;50,42;16,76;;;;;;;;;;;;;;;;;;;;;;;;;;63257;889,86;1588091;;;;;;;;;;;26,48;33,14;1187,11;48,27;0,00;1295,00
2000;Misiones;;3264,15;;;;;;;61,25;15,97;9,27;3,18;23,31;;;;;;;;;;;;;;;;;;;;;;;;;;35511;946,54;972672;;;;;;;;;;;14,36;31,57;353,37;80,28;0,00;479,59
2000;Neuquen;488,04;14524,31;;;;;;;124,87;13,48;29,57;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;36543;1174,68;540384;;;;;;;;;;;5,21;19,88;260,24;30,36;0,00;315,69
2000;Rio Negro;253,79;3414,25;;;;;;;81,43;22,96;21,81;14,85;1,79;;;;;;;;;;;;;;;;;;;;;;;;;;29295;944,38;606575;;;;;;;;;;;16,47;14,58;547,90;44,49;0,00;623,44
2000;Salta;226,74;2951,90;;;;;;;100,69;5,01;22,97;0,00;8,12;;;;;;;;;;;;;;;;;;;;;;;;;;37564;904,34;1044973;;;;;;;;;;;11,37;20,47;756,00;73,33;0,00;861,18
2000;San Juan;420,10;2546,68;;;;;;;51,71;7,17;7,54;8,13;15,27;;;;;;;;;;;;;;;;;;;;;;;;;;28453;1096,55;574053;;;;;;;;;;;9,00;9,13;718,30;22,46;0,00;758,88
2000;San Luis;1403,06;3036,05;;;;;;;46,44;17,23;9,55;6,59;10,71;;;;;;;;;;;;;;;;;;;;;;;;;;16738;987,24;354959;;;;;;;;;;;3,79;17,60;343,54;20,78;0,00;385,70
2000;Santa Cruz;78,46;3122,42;2831,71;;;;;;50,71;0,02;8,31;0,00;1,88;;;;;;;;;;;;;;;;;;;;;;;;;;17365;1434,60;201642;;;;;;;;;;;1,29;22,53;154,00;76,66;0,00;254,48
2000;Santa Fe;3132,73;22021,70;;;;;;;450,84;214,52;134,75;8,29;86,12;;;;;;;;;;;;;;;;;;;;;;;;;;104623;1031,27;3068765;;;;;;;;;;;34,92;22,03;1781,50;87,17;0,00;1925,61
